model,state,target,target_name,posthoc_identity,own_object_match,same_family,assisted_fallback,crop_file,crop_sha256,response_file,elapsed_seconds,answer,p_A,p_B,p_C,logp_A,logp_B,logp_C,other_token_probability
qwen3.5:4b,original,M12_Hex_Nut,M12 hex nut,DSUB_Male,False,False,False,input_crops/original/DSUB_Male.png,c494876a69ee4e893be510f226d6b6c3e9653d4b052ec114fbb8385c85d6a131,raw/qwen3.5-4b/original/M12_Hex_Nut/DSUB_Male.json,0.2853974999743514,C,0.07780352023318221,0.19466382824025338,0.7250498018343324,-2.5535686016082764,-1.6364811658859253,-0.32151493430137634,0.002482849692232003
qwen3.5:4b,original,M16_Hex_Nut,M16 hex nut,DSUB_Male,False,False,False,input_crops/original/DSUB_Male.png,c494876a69ee4e893be510f226d6b6c3e9653d4b052ec114fbb8385c85d6a131,raw/qwen3.5-4b/original/M16_Hex_Nut/DSUB_Male.json,0.2841476000030525,C,0.0895230816902933,0.14991181491149336,0.757116923357609,-2.4132587909698486,-1.8977080583572388,-0.27823758125305176,0.0034481800406043206
qwen3.5:4b,original,RGOCG16-50_16mm,16 mm round pin,DSUB_Male,False,False,False,input_crops/original/DSUB_Male.png,c494876a69ee4e893be510f226d6b6c3e9653d4b052ec114fbb8385c85d6a131,raw/qwen3.5-4b/original/RGOCG16-50_16mm/DSUB_Male.json,0.29719959996873513,C,0.38737994519401703,0.19282182504451004,0.41757411854573334,-0.9483492970466614,-1.6459887027740479,-0.8732932209968567,0.0022241112157396214
qwen3.5:4b,original,RGOCG12-50_12mm,12 mm round pin,DSUB_Male,False,False,False,input_crops/original/DSUB_Male.png,c494876a69ee4e893be510f226d6b6c3e9653d4b052ec114fbb8385c85d6a131,raw/qwen3.5-4b/original/RGOCG12-50_12mm/DSUB_Male.json,0.30091589997755364,C,0.3589801406031748,0.17447907467478377,0.4640925215856088,-1.0244882106781006,-1.74595046043396,-0.7676713466644287,0.002448263136432649
qwen3.5:4b,original,RGOCG8-50_8mm,8 mm round pin,DSUB_Male,False,False,False,input_crops/original/DSUB_Male.png,c494876a69ee4e893be510f226d6b6c3e9653d4b052ec114fbb8385c85d6a131,raw/qwen3.5-4b/original/RGOCG8-50_8mm/DSUB_Male.json,0.2994204999995418,A,0.40888059436488094,0.1956874931748023,0.3926919742653171,-0.8943321108818054,-1.6312363147735596,-0.9347297549247742,0.002739938194999625
qwen3.5:4b,original,USB_Male,USB connector + cable,DSUB_Male,False,False,False,input_crops/original/DSUB_Male.png,c494876a69ee4e893be510f226d6b6c3e9653d4b052ec114fbb8385c85d6a131,raw/qwen3.5-4b/original/USB_Male/DSUB_Male.json,0.3063829999882728,A,0.44191169363498023,0.14169597726870256,0.4137984277538152,-0.8166452050209045,-1.9540715217590332,-0.8823763132095337,0.0025939013425020363
qwen3.5:4b,original,DSUB_Male,DSUB connector,DSUB_Male,True,True,False,input_crops/original/DSUB_Male.png,c494876a69ee4e893be510f226d6b6c3e9653d4b052ec114fbb8385c85d6a131,raw/qwen3.5-4b/original/DSUB_Male/DSUB_Male.json,0.2942699000122957,A,0.7939588468329908,0.08332476860257543,0.11812202114783044,-0.23072364926338196,-2.4850094318389893,-2.1360371112823486,0.004594363416603353
qwen3.5:4b,state_101,Gear_Large,Large gear,Gear_Large,True,True,False,input_crops/state_101/Gear_Large.png,051e75a5b0096989b516c484271d98c52e09d06625bc3ea201ac2f884e2c93a0,raw/qwen3.5-4b/state_101/Gear_Large/Gear_Large.json,0.3622031999984756,A,0.753693156351122,0.12540414485600815,0.11995488531388179,-0.28276994824409485,-2.0762135982513428,-2.1206395626068115,0.000947813478988091
qwen3.5:4b,state_101,Gear_Medium,Medium gear,Gear_Large,False,True,False,input_crops/state_101/Gear_Large.png,051e75a5b0096989b516c484271d98c52e09d06625bc3ea201ac2f884e2c93a0,raw/qwen3.5-4b/state_101/Gear_Medium/Gear_Large.json,0.271209699974861,A,0.7244817512655805,0.12614145257583415,0.14809585598666622,-0.32229870557785034,-2.0703513622283936,-1.9098955392837524,0.0012809401719192648
qwen3.5:4b,state_101,Gear_Small,Small gear,Gear_Large,False,True,False,input_crops/state_101/Gear_Large.png,051e75a5b0096989b516c484271d98c52e09d06625bc3ea201ac2f884e2c93a0,raw/qwen3.5-4b/state_101/Gear_Small/Gear_Large.json,0.2645263999584131,A,0.7340821072169195,0.15812388912577216,0.10651509417592273,-0.3091343939304352,-1.8443764448165894,-2.239468574523926,0.0012789094813856483
qwen3.5:4b,state_101,Waterproof_Male,Waterproof connector,Gear_Large,False,False,False,input_crops/state_101/Gear_Large.png,051e75a5b0096989b516c484271d98c52e09d06625bc3ea201ac2f884e2c93a0,raw/qwen3.5-4b/state_101/Waterproof_Male/Gear_Large.json,0.27015890000620857,B,0.06355190933239868,0.5622962740995402,0.37343298920717566,-2.7558982372283936,-0.5757263898849487,-0.9850167036056519,0.0007188273608853546
qwen3.5:4b,state_101,M12_Hex_Nut,M12 hex nut,Gear_Large,False,False,False,input_crops/state_101/Gear_Large.png,051e75a5b0096989b516c484271d98c52e09d06625bc3ea201ac2f884e2c93a0,raw/qwen3.5-4b/state_101/M12_Hex_Nut/Gear_Large.json,0.2795224000001326,C,0.0832279971133427,0.43808597751090994,0.4774117803608578,-2.4861714839935303,-0.8253400921821594,-0.7393758893013,0.0012742450148894857
qwen3.5:4b,state_101,M16_Hex_Nut,M16 hex nut,Gear_Large,False,False,False,input_crops/state_101/Gear_Large.png,051e75a5b0096989b516c484271d98c52e09d06625bc3ea201ac2f884e2c93a0,raw/qwen3.5-4b/state_101/M16_Hex_Nut/Gear_Large.json,0.2818057000404224,C,0.11837979159289604,0.36435877332777117,0.5156877681902047,-2.133857250213623,-1.0096162557601929,-0.6622537970542908,0.001573666889128189
qwen3.5:4b,state_101,RGOCG16-50_16mm,16 mm round pin,Gear_Large,False,False,False,input_crops/state_101/Gear_Large.png,051e75a5b0096989b516c484271d98c52e09d06625bc3ea201ac2f884e2c93a0,raw/qwen3.5-4b/state_101/RGOCG16-50_16mm/Gear_Large.json,0.29346869996516034,C,0.20669708961323074,0.28245084167423706,0.5098930093467003,-1.5765008926391602,-1.2642507553100586,-0.6735543608665466,0.0009590593658318491
qwen3.5:4b,state_101,RGOCG12-50_12mm,12 mm round pin,Gear_Large,False,False,False,input_crops/state_101/Gear_Large.png,051e75a5b0096989b516c484271d98c52e09d06625bc3ea201ac2f884e2c93a0,raw/qwen3.5-4b/state_101/RGOCG12-50_12mm/Gear_Large.json,0.3056535999639891,C,0.23177754074668705,0.3260542377925978,0.44103444294524724,-1.461977243423462,-1.1206915378570557,-0.8186323046684265,0.0011337785154679203
qwen3.5:4b,state_101,RGOCG8-50_8mm,8 mm round pin,Gear_Large,False,False,False,input_crops/state_101/Gear_Large.png,051e75a5b0096989b516c484271d98c52e09d06625bc3ea201ac2f884e2c93a0,raw/qwen3.5-4b/state_101/RGOCG8-50_8mm/Gear_Large.json,0.31097690004389733,C,0.24363237943693486,0.3373564056249382,0.4176671155375358,-1.4120948314666748,-1.0866153240203857,-0.8730705380439758,0.0013440994005911033
qwen3.5:4b,state_101,USB_Male,USB connector + cable,Gear_Large,False,False,False,input_crops/state_101/Gear_Large.png,051e75a5b0096989b516c484271d98c52e09d06625bc3ea201ac2f884e2c93a0,raw/qwen3.5-4b/state_101/USB_Male/Gear_Large.json,0.31612149998545647,C,0.03671689693938049,0.20258417145837954,0.759328787153478,-3.304518222808838,-1.596599817276001,-0.2753204107284546,0.0013701444487620451
qwen3.5:4b,state_101,DSUB_Male,DSUB connector,Gear_Large,False,False,False,input_crops/state_101/Gear_Large.png,051e75a5b0096989b516c484271d98c52e09d06625bc3ea201ac2f884e2c93a0,raw/qwen3.5-4b/state_101/DSUB_Male/Gear_Large.json,0.30471870000474155,C,0.07259873793156991,0.4120874354876616,0.5137096558857532,-2.622807741165161,-0.886519730091095,-0.6660970449447632,0.0016041706950152834
qwen3.5:4b,state_101,Gear_Large,Large gear,Gear_Medium,False,True,False,input_crops/state_101/Gear_Medium.png,e7ecdd04abe922e5d362f2904407adcbef08b8607f7d1cce909e4ade3e9c65a5,raw/qwen3.5-4b/state_101/Gear_Large/Gear_Medium.json,0.35868419997859746,A,0.8600717771790488,0.07989544565069906,0.0596024508439654,-0.15073943138122559,-2.527036428451538,-2.820058584213257,0.00043032632628670076
qwen3.5:4b,state_101,Gear_Medium,Medium gear,Gear_Medium,True,True,False,input_crops/state_101/Gear_Medium.png,e7ecdd04abe922e5d362f2904407adcbef08b8607f7d1cce909e4ade3e9c65a5,raw/qwen3.5-4b/state_101/Gear_Medium/Gear_Medium.json,0.27586880000308156,A,0.8524430967284703,0.08098242672931875,0.06593488593350254,-0.1596488207578659,-2.5135231018066406,-2.719087600708008,0.0006395906087084402
qwen3.5:4b,state_101,Gear_Small,Small gear,Gear_Medium,False,True,False,input_crops/state_101/Gear_Medium.png,e7ecdd04abe922e5d362f2904407adcbef08b8607f7d1cce909e4ade3e9c65a5,raw/qwen3.5-4b/state_101/Gear_Small/Gear_Medium.json,0.2725588000030257,A,0.8452042381930959,0.0868126969395656,0.06729420748439464,-0.16817697882652283,-2.444002389907837,-2.698681116104126,0.000688857382943886
qwen3.5:4b,state_101,Waterproof_Male,Waterproof connector,Gear_Medium,False,False,False,input_crops/state_101/Gear_Medium.png,e7ecdd04abe922e5d362f2904407adcbef08b8607f7d1cce909e4ade3e9c65a5,raw/qwen3.5-4b/state_101/Waterproof_Male/Gear_Medium.json,0.2731785000069067,B,0.05114583598740536,0.6155334797588448,0.3326461983278454,-2.973074197769165,-0.48526594042778015,-1.1006758213043213,0.0006744859259044667
qwen3.5:4b,state_101,M12_Hex_Nut,M12 hex nut,Gear_Medium,False,False,False,input_crops/state_101/Gear_Medium.png,e7ecdd04abe922e5d362f2904407adcbef08b8607f7d1cce909e4ade3e9c65a5,raw/qwen3.5-4b/state_101/M12_Hex_Nut/Gear_Medium.json,0.2991790999658406,C,0.04899084356670003,0.4501446773891017,0.4993607607776638,-3.0161218643188477,-0.7981862425804138,-0.6944264769554138,0.001503718266534504
qwen3.5:4b,state_101,M16_Hex_Nut,M16 hex nut,Gear_Medium,False,False,False,input_crops/state_101/Gear_Medium.png,e7ecdd04abe922e5d362f2904407adcbef08b8607f7d1cce909e4ade3e9c65a5,raw/qwen3.5-4b/state_101/M16_Hex_Nut/Gear_Medium.json,0.2808233000105247,B,0.03642990435166173,0.6564224356039988,0.30552747919675255,-3.3123652935028076,-0.4209507405757904,-1.1857155561447144,0.0016201808475868607
qwen3.5:4b,state_101,RGOCG16-50_16mm,16 mm round pin,Gear_Medium,False,False,False,input_crops/state_101/Gear_Medium.png,e7ecdd04abe922e5d362f2904407adcbef08b8607f7d1cce909e4ade3e9c65a5,raw/qwen3.5-4b/state_101/RGOCG16-50_16mm/Gear_Medium.json,0.2789561999961734,C,0.1931584519306867,0.27345799395006454,0.5321915233017799,-1.6442444324493408,-1.296607255935669,-0.6307518482208252,0.001192030817468881
qwen3.5:4b,state_101,RGOCG12-50_12mm,12 mm round pin,Gear_Medium,False,False,False,input_crops/state_101/Gear_Medium.png,e7ecdd04abe922e5d362f2904407adcbef08b8607f7d1cce909e4ade3e9c65a5,raw/qwen3.5-4b/state_101/RGOCG12-50_12mm/Gear_Medium.json,0.2925505000166595,C,0.1946752690046142,0.34912558475993305,0.4550139564587287,-1.6364223957061768,-1.052323579788208,-0.7874271869659424,0.0011851897767241049
qwen3.5:4b,state_101,RGOCG8-50_8mm,8 mm round pin,Gear_Medium,False,False,False,input_crops/state_101/Gear_Medium.png,e7ecdd04abe922e5d362f2904407adcbef08b8607f7d1cce909e4ade3e9c65a5,raw/qwen3.5-4b/state_101/RGOCG8-50_8mm/Gear_Medium.json,0.3084069999749772,C,0.1865889307762609,0.33989327210688974,0.47250844830624095,-1.678847312927246,-1.079123616218567,-0.7496996521949768,0.0010093488106084347
qwen3.5:4b,state_101,USB_Male,USB connector + cable,Gear_Medium,False,False,False,input_crops/state_101/Gear_Medium.png,e7ecdd04abe922e5d362f2904407adcbef08b8607f7d1cce909e4ade3e9c65a5,raw/qwen3.5-4b/state_101/USB_Male/Gear_Medium.json,0.34081419999711215,C,0.018291506460034027,0.4601214847354165,0.5197615090350706,-4.001318454742432,-0.7762647271156311,-0.6543852090835571,0.0018254997694788777
qwen3.5:4b,state_101,DSUB_Male,DSUB connector,Gear_Medium,False,False,False,input_crops/state_101/Gear_Medium.png,e7ecdd04abe922e5d362f2904407adcbef08b8607f7d1cce909e4ade3e9c65a5,raw/qwen3.5-4b/state_101/DSUB_Male/Gear_Medium.json,0.3331095000030473,B,0.039423603451124785,0.5531570199812855,0.4063845923181345,-3.2333905696868896,-0.5921133756637573,-0.9004552960395813,0.001034784249455134
qwen3.5:4b,state_101,Gear_Large,Large gear,Gear_Small,False,True,False,input_crops/state_101/Gear_Small.png,ed6418c5d55144cdb439a1f7f42e39e3f0a71a284b9bf1a812a11671951db9fe,raw/qwen3.5-4b/state_101/Gear_Large/Gear_Small.json,0.3704180000349879,A,0.8248564640053259,0.08156754618923925,0.09274671856639678,-0.19254589080810547,-2.50632381439209,-2.377882957458496,0.0008292712390380874
qwen3.5:4b,state_101,Gear_Medium,Medium gear,Gear_Small,False,True,False,input_crops/state_101/Gear_Small.png,ed6418c5d55144cdb439a1f7f42e39e3f0a71a284b9bf1a812a11671951db9fe,raw/qwen3.5-4b/state_101/Gear_Medium/Gear_Small.json,0.28930489998310804,A,0.7801948773618902,0.08707898794253621,0.13147798154446336,-0.2482115477323532,-2.4409396648406982,-2.0289158821105957,0.001248153151110265
qwen3.5:4b,state_101,Gear_Small,Small gear,Gear_Small,True,True,False,input_crops/state_101/Gear_Small.png,ed6418c5d55144cdb439a1f7f42e39e3f0a71a284b9bf1a812a11671951db9fe,raw/qwen3.5-4b/state_101/Gear_Small/Gear_Small.json,0.275260399968829,A,0.7844674628007785,0.0869141130615176,0.12767082358131374,-0.24275018274784088,-2.4428348541259766,-2.058300018310547,0.0009476005563900936
qwen3.5:4b,state_101,Waterproof_Male,Waterproof connector,Gear_Small,False,False,False,input_crops/state_101/Gear_Small.png,ed6418c5d55144cdb439a1f7f42e39e3f0a71a284b9bf1a812a11671951db9fe,raw/qwen3.5-4b/state_101/Waterproof_Male/Gear_Small.json,0.28163949999725446,C,0.07718214776498102,0.29004497047828176,0.6320632726048891,-2.56158709526062,-1.2377192974090576,-0.45876577496528625,0.0007096091518481451
qwen3.5:4b,state_101,M12_Hex_Nut,M12 hex nut,Gear_Small,False,False,False,input_crops/state_101/Gear_Small.png,ed6418c5d55144cdb439a1f7f42e39e3f0a71a284b9bf1a812a11671951db9fe,raw/qwen3.5-4b/state_101/M12_Hex_Nut/Gear_Small.json,0.2801014000433497,C,0.16711716665810494,0.17927345034779787,0.6525970060003774,-1.789060115814209,-1.7188429832458496,-0.42679548263549805,0.0010123769937198102
qwen3.5:4b,state_101,M16_Hex_Nut,M16 hex nut,Gear_Small,False,False,False,input_crops/state_101/Gear_Small.png,ed6418c5d55144cdb439a1f7f42e39e3f0a71a284b9bf1a812a11671951db9fe,raw/qwen3.5-4b/state_101/M16_Hex_Nut/Gear_Small.json,0.2851799000054598,C,0.27925664741422335,0.1931478601314571,0.5262845854458376,-1.2756240367889404,-1.6442992687225342,-0.6419131755828857,0.0013109070084820207
qwen3.5:4b,state_101,RGOCG16-50_16mm,16 mm round pin,Gear_Small,False,False,False,input_crops/state_101/Gear_Small.png,ed6418c5d55144cdb439a1f7f42e39e3f0a71a284b9bf1a812a11671951db9fe,raw/qwen3.5-4b/state_101/RGOCG16-50_16mm/Gear_Small.json,0.3070513000129722,C,0.12280834634320897,0.2590369251272235,0.6164180545063526,-2.097130298614502,-1.3507846593856812,-0.48382988572120667,0.001736674023214979
qwen3.5:4b,state_101,RGOCG12-50_12mm,12 mm round pin,Gear_Small,False,False,False,input_crops/state_101/Gear_Small.png,ed6418c5d55144cdb439a1f7f42e39e3f0a71a284b9bf1a812a11671951db9fe,raw/qwen3.5-4b/state_101/RGOCG12-50_12mm/Gear_Small.json,0.2930366999935359,C,0.13471300785699958,0.20597150449155407,0.657448940479764,-2.004608631134033,-1.5800174474716187,-0.41938817501068115,0.0018665471716823312
qwen3.5:4b,state_101,RGOCG8-50_8mm,8 mm round pin,Gear_Small,False,False,False,input_crops/state_101/Gear_Small.png,ed6418c5d55144cdb439a1f7f42e39e3f0a71a284b9bf1a812a11671951db9fe,raw/qwen3.5-4b/state_101/RGOCG8-50_8mm/Gear_Small.json,0.2980761000071652,C,0.19853311738619697,0.17226761798566909,0.6268274779667302,-1.6167993545532227,-1.7587060928344727,-0.4670839309692383,0.0023717866614036964
qwen3.5:4b,state_101,USB_Male,USB connector + cable,Gear_Small,False,False,False,input_crops/state_101/Gear_Small.png,ed6418c5d55144cdb439a1f7f42e39e3f0a71a284b9bf1a812a11671951db9fe,raw/qwen3.5-4b/state_101/USB_Male/Gear_Small.json,0.29919609997887164,C,0.047759815954598474,0.12414824349138262,0.8261957182557879,-3.0415706634521484,-2.0862789154052734,-0.19092358648777008,0.001896222298231054
qwen3.5:4b,state_101,DSUB_Male,DSUB connector,Gear_Small,False,False,False,input_crops/state_101/Gear_Small.png,ed6418c5d55144cdb439a1f7f42e39e3f0a71a284b9bf1a812a11671951db9fe,raw/qwen3.5-4b/state_101/DSUB_Male/Gear_Small.json,0.3008152000256814,C,0.13151550901100587,0.11821307737558981,0.748273497384921,-2.028630495071411,-2.1352665424346924,-0.2899867296218872,0.001997916228483332
qwen3.5:4b,state_101,Gear_Large,Large gear,Waterproof_Male,False,False,False,input_crops/state_101/Waterproof_Male.png,8e27ec495e8bd49a326cc5c753e41d2240a99cc4d77374a337104a466e01f88f,raw/qwen3.5-4b/state_101/Gear_Large/Waterproof_Male.json,0.3590673999860883,C,0.1853370572145116,0.26694896413246355,0.5460746766128013,-1.6855791807174683,-1.3206977844238281,-0.6049995422363281,0.0016393020402235559
qwen3.5:4b,state_101,Gear_Medium,Medium gear,Waterproof_Male,False,False,False,input_crops/state_101/Waterproof_Male.png,8e27ec495e8bd49a326cc5c753e41d2240a99cc4d77374a337104a466e01f88f,raw/qwen3.5-4b/state_101/Gear_Medium/Waterproof_Male.json,0.27484050003113225,C,0.16597778937505064,0.25346902523265896,0.5786336662538567,-1.7959012985229492,-1.3725136518478394,-0.547085702419281,0.0019195191384336896
qwen3.5:4b,state_101,Gear_Small,Small gear,Waterproof_Male,False,False,False,input_crops/state_101/Waterproof_Male.png,8e27ec495e8bd49a326cc5c753e41d2240a99cc4d77374a337104a466e01f88f,raw/qwen3.5-4b/state_101/Gear_Small/Waterproof_Male.json,0.2635308000026271,C,0.14229307867017413,0.2576702912022269,0.5980316272398137,-1.9498664140701294,-1.3560744524002075,-0.5141116380691528,0.0020050028877852677
qwen3.5:4b,state_101,Waterproof_Male,Waterproof connector,Waterproof_Male,True,True,False,input_crops/state_101/Waterproof_Male.png,8e27ec495e8bd49a326cc5c753e41d2240a99cc4d77374a337104a466e01f88f,raw/qwen3.5-4b/state_101/Waterproof_Male/Waterproof_Male.json,0.278273000032641,A,0.7830064248338079,0.12099570535193664,0.09481695211170849,-0.244614377617836,-2.1120002269744873,-2.355807065963745,0.001180917702547024
qwen3.5:4b,state_101,M12_Hex_Nut,M12 hex nut,Waterproof_Male,False,False,False,input_crops/state_101/Waterproof_Male.png,8e27ec495e8bd49a326cc5c753e41d2240a99cc4d77374a337104a466e01f88f,raw/qwen3.5-4b/state_101/M12_Hex_Nut/Waterproof_Male.json,0.28468609997071326,C,0.08599928063235586,0.39402210617406247,0.5170271957218042,-2.453416347503662,-0.9313482642173767,-0.6596598029136658,0.0029514174717775177
qwen3.5:4b,state_101,M16_Hex_Nut,M16 hex nut,Waterproof_Male,False,False,False,input_crops/state_101/Waterproof_Male.png,8e27ec495e8bd49a326cc5c753e41d2240a99cc4d77374a337104a466e01f88f,raw/qwen3.5-4b/state_101/M16_Hex_Nut/Waterproof_Male.json,0.28886339999735355,C,0.11666931064018111,0.3411370677068787,0.5380039811487329,-2.148411750793457,-1.0754709243774414,-0.6198893189430237,0.004189640504207226
qwen3.5:4b,state_101,RGOCG16-50_16mm,16 mm round pin,Waterproof_Male,False,False,False,input_crops/state_101/Waterproof_Male.png,8e27ec495e8bd49a326cc5c753e41d2240a99cc4d77374a337104a466e01f88f,raw/qwen3.5-4b/state_101/RGOCG16-50_16mm/Waterproof_Male.json,0.29104630002984777,C,0.29385117295616636,0.20650813631654763,0.495795620955989,-1.2246818542480469,-1.5774154663085938,-0.7015914916992188,0.0038450697712970605
qwen3.5:4b,state_101,RGOCG12-50_12mm,12 mm round pin,Waterproof_Male,False,False,False,input_crops/state_101/Waterproof_Male.png,8e27ec495e8bd49a326cc5c753e41d2240a99cc4d77374a337104a466e01f88f,raw/qwen3.5-4b/state_101/RGOCG12-50_12mm/Waterproof_Male.json,0.28744780004490167,C,0.36205206560143277,0.1845713663284006,0.4506369142900568,-1.0159672498703003,-1.6897190809249878,-0.7970933318138123,0.002739653780109874
qwen3.5:4b,state_101,RGOCG8-50_8mm,8 mm round pin,Waterproof_Male,False,False,False,input_crops/state_101/Waterproof_Male.png,8e27ec495e8bd49a326cc5c753e41d2240a99cc4d77374a337104a466e01f88f,raw/qwen3.5-4b/state_101/RGOCG8-50_8mm/Waterproof_Male.json,0.30652000004192814,C,0.3183763841960803,0.19345011556012323,0.48497920590718757,-1.1445209980010986,-1.6427356004714966,-0.723649263381958,0.003194294336608894
qwen3.5:4b,state_101,USB_Male,USB connector + cable,Waterproof_Male,False,False,False,input_crops/state_101/Waterproof_Male.png,8e27ec495e8bd49a326cc5c753e41d2240a99cc4d77374a337104a466e01f88f,raw/qwen3.5-4b/state_101/USB_Male/Waterproof_Male.json,0.3033527000225149,C,0.16411076807528302,0.23292033649215793,0.5991323728379522,-1.8072136640548706,-1.4570587873458862,-0.5122727155685425,0.0038365225946068726
qwen3.5:4b,state_101,DSUB_Male,DSUB connector,Waterproof_Male,False,False,False,input_crops/state_101/Waterproof_Male.png,8e27ec495e8bd49a326cc5c753e41d2240a99cc4d77374a337104a466e01f88f,raw/qwen3.5-4b/state_101/DSUB_Male/Waterproof_Male.json,0.30520149995572865,A,0.43385144926177927,0.27749655000220314,0.28630902455064344,-0.8350530862808228,-1.2819467782974243,-1.2506835460662842,0.002342976185374157
qwen3.5:4b,state_101,Gear_Large,Large gear,M12_Hex_Nut,False,False,False,input_crops/state_101/M12_Hex_Nut.png,fc0054b5fbb5338ab9f90350cd4862942de04ae395620638929e2b1b38c1e229,raw/qwen3.5-4b/state_101/Gear_Large/M12_Hex_Nut.json,0.34167439996963367,C,0.38733155232309363,0.10361668168578093,0.5080512155592125,-0.9484742283821106,-2.267056941986084,-0.6771730184555054,0.0010005504319129388
qwen3.5:4b,state_101,Gear_Medium,Medium gear,M12_Hex_Nut,False,False,False,input_crops/state_101/M12_Hex_Nut.png,fc0054b5fbb5338ab9f90350cd4862942de04ae395620638929e2b1b38c1e229,raw/qwen3.5-4b/state_101/Gear_Medium/M12_Hex_Nut.json,0.2734789000242017,C,0.275610373906604,0.06319849143626391,0.6601568381001396,-1.2887670993804932,-2.761474847793579,-0.4152778387069702,0.0010342965569924978
qwen3.5:4b,state_101,Gear_Small,Small gear,M12_Hex_Nut,False,False,False,input_crops/state_101/M12_Hex_Nut.png,fc0054b5fbb5338ab9f90350cd4862942de04ae395620638929e2b1b38c1e229,raw/qwen3.5-4b/state_101/Gear_Small/M12_Hex_Nut.json,0.25533159996848553,C,0.3889988548256258,0.09100886384955487,0.5190448738574418,-0.9441788792610168,-2.3967983722686768,-0.6557649374008179,0.0009474074673775368
qwen3.5:4b,state_101,Waterproof_Male,Waterproof connector,M12_Hex_Nut,False,False,False,input_crops/state_101/M12_Hex_Nut.png,fc0054b5fbb5338ab9f90350cd4862942de04ae395620638929e2b1b38c1e229,raw/qwen3.5-4b/state_101/Waterproof_Male/M12_Hex_Nut.json,0.2770124999806285,C,0.39668627821328434,0.13132024513427124,0.4710990743360279,-0.9246095418930054,-2.030116319656372,-0.7526868581771851,0.000894402316416576
qwen3.5:4b,state_101,M12_Hex_Nut,M12 hex nut,M12_Hex_Nut,True,True,False,input_crops/state_101/M12_Hex_Nut.png,fc0054b5fbb5338ab9f90350cd4862942de04ae395620638929e2b1b38c1e229,raw/qwen3.5-4b/state_101/M12_Hex_Nut/M12_Hex_Nut.json,0.2950044000172056,A,0.6210907165976777,0.08123925890060846,0.2969172068729796,-0.4762781262397766,-2.5103566646575928,-1.2143019437789917,0.0007528176287342481
qwen3.5:4b,state_101,M16_Hex_Nut,M16 hex nut,M12_Hex_Nut,False,True,False,input_crops/state_101/M12_Hex_Nut.png,fc0054b5fbb5338ab9f90350cd4862942de04ae395620638929e2b1b38c1e229,raw/qwen3.5-4b/state_101/M16_Hex_Nut/M12_Hex_Nut.json,0.29221440001856536,A,0.7029058883794778,0.08489842201251681,0.21144669531589472,-0.3525322675704956,-2.4662997722625732,-1.553782343864441,0.0007489942921106163
qwen3.5:4b,state_101,RGOCG16-50_16mm,16 mm round pin,M12_Hex_Nut,False,False,False,input_crops/state_101/M12_Hex_Nut.png,fc0054b5fbb5338ab9f90350cd4862942de04ae395620638929e2b1b38c1e229,raw/qwen3.5-4b/state_101/RGOCG16-50_16mm/M12_Hex_Nut.json,0.2846311999601312,C,0.2721298323537318,0.13783768443041708,0.5882148109444426,-1.301476001739502,-1.9816784858703613,-0.5306630730628967,0.0018176722714084992
qwen3.5:4b,state_101,RGOCG12-50_12mm,12 mm round pin,M12_Hex_Nut,False,False,False,input_crops/state_101/M12_Hex_Nut.png,fc0054b5fbb5338ab9f90350cd4862942de04ae395620638929e2b1b38c1e229,raw/qwen3.5-4b/state_101/RGOCG12-50_12mm/M12_Hex_Nut.json,0.30747539998264983,C,0.19397317729303898,0.14927117628994602,0.654570215686618,-1.6400353908538818,-1.9019906520843506,-0.42377641797065735,0.002185430730397009
qwen3.5:4b,state_101,RGOCG8-50_8mm,8 mm round pin,M12_Hex_Nut,False,False,False,input_crops/state_101/M12_Hex_Nut.png,fc0054b5fbb5338ab9f90350cd4862942de04ae395620638929e2b1b38c1e229,raw/qwen3.5-4b/state_101/RGOCG8-50_8mm/M12_Hex_Nut.json,0.30203709995839745,C,0.21276048507816997,0.09962224644067397,0.6862283307444491,-1.5475882291793823,-2.3063697814941406,-0.37654486298561096,0.0013889377367068967
qwen3.5:4b,state_101,USB_Male,USB connector + cable,M12_Hex_Nut,False,False,False,input_crops/state_101/M12_Hex_Nut.png,fc0054b5fbb5338ab9f90350cd4862942de04ae395620638929e2b1b38c1e229,raw/qwen3.5-4b/state_101/USB_Male/M12_Hex_Nut.json,0.31470139999873936,C,0.0723502623106099,0.07779509907759859,0.8481823219207753,-2.6262362003326416,-2.5536768436431885,-0.16465966403484344,0.0016723166910161957
qwen3.5:4b,state_101,DSUB_Male,DSUB connector,M12_Hex_Nut,False,False,False,input_crops/state_101/M12_Hex_Nut.png,fc0054b5fbb5338ab9f90350cd4862942de04ae395620638929e2b1b38c1e229,raw/qwen3.5-4b/state_101/DSUB_Male/M12_Hex_Nut.json,0.32996910001384094,C,0.18281723499492294,0.10158556910609538,0.7146091380768826,-1.6992683410644531,-2.286853790283203,-0.3360195457935333,0.0009880578220990976
