comparison,sample_id,model_a,model_b,temperature_a,temperature_b,repeat_a,repeat_b,token,logprob_a,logprob_b,logprob_delta_b_minus_a,probability_delta_b_minus_a
gpt-4.1-mini-2025-04-14: T0 -> T1,task_01_cream_cheese_state_00,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,2,2,N,-22.000003814697266,-26.250011444091797,-4.250007629394531,-2.7496682819080615e-10
gpt-4.1-mini-2025-04-14: T0 -> T1,task_01_cream_cheese_state_01,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,0,0,	F,-30.25,-28.625,1.625,2.972239269010703e-13
gpt-4.1-mini-2025-04-14: T0 -> T1,task_01_cream_cheese_state_01,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,0,0, F,-23.375,-22.25,1.125,1.467151949967801e-10
gpt-4.1-mini-2025-04-14: T0 -> T1,task_01_cream_cheese_state_01,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,0,0,A,-28.125,-26.375,1.75,2.901228445615979e-12
gpt-4.1-mini-2025-04-14: T0 -> T1,task_01_cream_cheese_state_01,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,0,0,B,-27.375,-27.125,0.25,3.668983541282351e-13
gpt-4.1-mini-2025-04-14: T0 -> T1,task_01_cream_cheese_state_01,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,0,0,C,-20.0,-20.75,-0.75,-1.0875335911376014e-09
gpt-4.1-mini-2025-04-14: T0 -> T1,task_01_cream_cheese_state_01,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,0,0,D,-26.0,-25.875,0.125,6.802673006673267e-13
gpt-4.1-mini-2025-04-14: T0 -> T1,task_01_cream_cheese_state_01,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,0,0,E,-26.0,-25.125,0.875,7.146978416036158e-12
gpt-4.1-mini-2025-04-14: T0 -> T1,task_01_cream_cheese_state_01,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,0,0,F,0.0,0.0,0.0,0.0
gpt-4.1-mini-2025-04-14: T0 -> T1,task_01_cream_cheese_state_01,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,0,0,G,-26.25,-26.375,-0.125,-4.675404224607281e-13
gpt-4.1-mini-2025-04-14: T0 -> T1,task_01_cream_cheese_state_01,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,0,0,N,-30.0,-31.5,-1.5,-7.269655057194242e-14
gpt-4.1-mini-2025-04-14: T0 -> T1,task_01_cream_cheese_state_01,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,1,1,	F,-28.625,-28.875,-0.25,-8.186608851482848e-14
gpt-4.1-mini-2025-04-14: T0 -> T1,task_01_cream_cheese_state_01,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,1,1, F,-22.25,-22.625,-0.375,-6.79345258881853e-11
gpt-4.1-mini-2025-04-14: T0 -> T1,task_01_cream_cheese_state_01,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,1,1,A,-26.375,-26.625,-0.25,-7.767238217846372e-13
gpt-4.1-mini-2025-04-14: T0 -> T1,task_01_cream_cheese_state_01,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,1,1,B,-27.125,-26.75,0.375,7.546844129189826e-13
gpt-4.1-mini-2025-04-14: T0 -> T1,task_01_cream_cheese_state_01,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,1,1,C,-20.75,-19.875,0.875,1.3619730074983806e-09
gpt-4.1-mini-2025-04-14: T0 -> T1,task_01_cream_cheese_state_01,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,1,1,D,-25.875,-25.125,0.75,6.466711115368831e-12
gpt-4.1-mini-2025-04-14: T0 -> T1,task_01_cream_cheese_state_01,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,1,1,E,-25.125,-24.5,0.625,1.0641281012356047e-11
gpt-4.1-mini-2025-04-14: T0 -> T1,task_01_cream_cheese_state_01,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,1,1,F,0.0,0.0,0.0,0.0
gpt-4.1-mini-2025-04-14: T0 -> T1,task_01_cream_cheese_state_01,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,1,1,G,-26.375,-25.125,1.25,8.744645330722971e-12
gpt-4.1-mini-2025-04-14: T0 -> T1,task_01_cream_cheese_state_01,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,1,1,N,-31.5,-28.375,3.125,4.5433962716065594e-13
gpt-4.1-mini-2025-04-14: T0 -> T1,task_01_cream_cheese_state_01,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,2,2,	F,-28.875,-30.25,-1.375,-2.153578383862418e-13
gpt-4.1-mini-2025-04-14: T0 -> T1,task_01_cream_cheese_state_01,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,2,2, F,-22.75,-23.375,-0.625,-6.123634418983306e-11
gpt-4.1-mini-2025-04-14: T0 -> T1,task_01_cream_cheese_state_01,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,2,2,A,-26.5,-28.125,-1.625,-2.488625470961293e-12
gpt-4.1-mini-2025-04-14: T0 -> T1,task_01_cream_cheese_state_01,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,2,2,B,-26.75,-27.375,-0.625,-1.1215827670472177e-12
gpt-4.1-mini-2025-04-14: T0 -> T1,task_01_cream_cheese_state_01,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,2,2,C,-19.875,-20.0,-0.125,-2.7443941636077923e-10
gpt-4.1-mini-2025-04-14: T0 -> T1,task_01_cream_cheese_state_01,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,2,2,D,-25.125,-26.0,-0.875,-7.146978416036158e-12
gpt-4.1-mini-2025-04-14: T0 -> T1,task_01_cream_cheese_state_01,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,2,2,E,-24.5,-26.0,-1.5,-1.7788259428392206e-11
gpt-4.1-mini-2025-04-14: T0 -> T1,task_01_cream_cheese_state_01,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,2,2,F,0.0,0.0,0.0,0.0
gpt-4.1-mini-2025-04-14: T0 -> T1,task_01_cream_cheese_state_01,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,2,2,G,-25.0,-26.25,-1.25,-9.908981329126782e-12
gpt-4.1-mini-2025-04-14: T0 -> T1,task_01_cream_cheese_state_01,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,2,2,N,-28.375,-30.0,-1.625,-3.8164307658871354e-13
gpt-4.1-mini-2025-04-14: T0 -> T1,task_02_salad_dressing_state_00,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,0,0,	C,-28.25,-28.25,0.0,0.0
gpt-4.1-mini-2025-04-14: T0 -> T1,task_02_salad_dressing_state_00,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,0,0, C,-25.375,-25.375,0.0,0.0
gpt-4.1-mini-2025-04-14: T0 -> T1,task_02_salad_dressing_state_00,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,0,0,A,-29.0,-29.0,0.0,0.0
gpt-4.1-mini-2025-04-14: T0 -> T1,task_02_salad_dressing_state_00,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,0,0,B,-29.625,-29.625,0.0,0.0
gpt-4.1-mini-2025-04-14: T0 -> T1,task_02_salad_dressing_state_00,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,0,0,C,0.0,0.0,0.0,0.0
gpt-4.1-mini-2025-04-14: T0 -> T1,task_02_salad_dressing_state_00,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,0,0,D,-24.0,-24.0,0.0,0.0
gpt-4.1-mini-2025-04-14: T0 -> T1,task_02_salad_dressing_state_00,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,0,0,E,-28.625,-28.625,0.0,0.0
gpt-4.1-mini-2025-04-14: T0 -> T1,task_02_salad_dressing_state_00,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,0,0,G,-31.0,-31.0,0.0,0.0
gpt-4.1-mini-2025-04-14: T0 -> T1,task_02_salad_dressing_state_00,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,1,1,	C,-28.625,-25.875,2.75,5.419255160871385e-12
gpt-4.1-mini-2025-04-14: T0 -> T1,task_02_salad_dressing_state_00,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,1,1, C,-24.5,-26.625,-2.125,-2.0162650164863655e-11
gpt-4.1-mini-2025-04-14: T0 -> T1,task_02_salad_dressing_state_00,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,1,1,A,-27.75,-25.125,2.625,1.1368240896253517e-11
gpt-4.1-mini-2025-04-14: T0 -> T1,task_02_salad_dressing_state_00,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,1,1,B,-28.625,-27.25,1.375,1.0936773462666418e-12
gpt-4.1-mini-2025-04-14: T0 -> T1,task_02_salad_dressing_state_00,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,1,1,C,0.0,0.0,0.0,0.0
gpt-4.1-mini-2025-04-14: T0 -> T1,task_02_salad_dressing_state_00,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,1,1,D,-22.625,-23.875,-1.25,-1.0653158893002643e-10
gpt-4.1-mini-2025-04-14: T0 -> T1,task_02_salad_dressing_state_00,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,1,1,E,-27.25,-27.5,-0.25,-3.2378666108155354e-13
gpt-4.1-mini-2025-04-14: T0 -> T1,task_02_salad_dressing_state_00,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,2,2,	C,-25.875,-27.5,-1.625,-4.649364475686296e-12
gpt-4.1-mini-2025-04-14: T0 -> T1,task_02_salad_dressing_state_00,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,2,2, C,-26.625,-24.0,2.625,3.5016647151199106e-11
gpt-4.1-mini-2025-04-14: T0 -> T1,task_02_salad_dressing_state_00,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,2,2,A,-25.125,-28.5,-3.375,-1.1836687878261528e-11
gpt-4.1-mini-2025-04-14: T0 -> T1,task_02_salad_dressing_state_00,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,2,2,B,-27.25,-28.75,-1.5,-1.1371653798471641e-12
gpt-4.1-mini-2025-04-14: T0 -> T1,task_02_salad_dressing_state_00,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,2,2,C,0.0,0.0,0.0,0.0
gpt-4.1-mini-2025-04-14: T0 -> T1,task_02_salad_dressing_state_00,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,2,2,D,-23.875,-24.5,-0.625,-1.9880530233234452e-11
gpt-4.1-mini-2025-04-14: T0 -> T1,task_02_salad_dressing_state_00,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,2,2,E,-27.5,-28.375,-0.875,-6.647725467672401e-13
gpt-4.1-mini-2025-04-14: T0 -> T1,task_02_salad_dressing_state_01,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,0,0,	C,-19.875,-19.875,0.0,0.0
gpt-4.1-mini-2025-04-14: T0 -> T1,task_02_salad_dressing_state_01,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,0,0, C,-20.625,-20.125,0.5,7.15705655209492e-10
gpt-4.1-mini-2025-04-14: T0 -> T1,task_02_salad_dressing_state_01,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,0,0,A,-18.0,-16.125,1.875,8.408196337684981e-08
gpt-4.1-mini-2025-04-14: T0 -> T1,task_02_salad_dressing_state_01,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,0,0,B,-19.875,-18.625,1.25,5.81642767567083e-09
gpt-4.1-mini-2025-04-14: T0 -> T1,task_02_salad_dressing_state_01,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,0,0,C,-3.128163257315464e-07,-5.512236498361744e-07,-2.3840732410462806e-07,-2.3840722118695368e-07
gpt-4.1-mini-2025-04-14: T0 -> T1,task_02_salad_dressing_state_01,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,0,0,D,-19.75,-18.625,1.125,5.50544707556105e-09
gpt-4.1-mini-2025-04-14: T0 -> T1,task_02_salad_dressing_state_01,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,0,0,E,-22.375,-21.0,1.375,5.665388914153595e-10
gpt-4.1-mini-2025-04-14: T0 -> T1,task_02_salad_dressing_state_01,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,0,0,F,-21.75,-20.125,1.625,1.4607868945247279e-09
gpt-4.1-mini-2025-04-14: T0 -> T1,task_02_salad_dressing_state_01,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,0,0,G,-21.125,-19.5,1.625,2.729109210365793e-09
gpt-4.1-mini-2025-04-14: T0 -> T1,task_02_salad_dressing_state_01,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,0,0,N,-22.375,-21.625,0.75,2.1414806127173813e-10
gpt-4.1-mini-2025-04-14: T0 -> T1,task_02_salad_dressing_state_01,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,1,1,	C,-19.875,-19.5,0.375,1.062674780695734e-09
gpt-4.1-mini-2025-04-14: T0 -> T1,task_02_salad_dressing_state_01,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,1,1, C,-20.625,-20.5,0.125,1.4689683404318865e-10
gpt-4.1-mini-2025-04-14: T0 -> T1,task_02_salad_dressing_state_01,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,1,1,A,-18.0,-17.875,0.125,2.0278482432475845e-09
gpt-4.1-mini-2025-04-14: T0 -> T1,task_02_salad_dressing_state_01,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,1,1,B,-19.875,-19.875,0.0,0.0
gpt-4.1-mini-2025-04-14: T0 -> T1,task_02_salad_dressing_state_01,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,1,1,C,-3.128163257315464e-07,-1.9361264946837764e-07,1.1920367626316875e-07,1.1920364606510248e-07
gpt-4.1-mini-2025-04-14: T0 -> T1,task_02_salad_dressing_state_01,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,1,1,D,-19.75,-19.0,0.75,2.9562227986281507e-09
gpt-4.1-mini-2025-04-14: T0 -> T1,task_02_salad_dressing_state_01,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,1,1,E,-22.375,-21.75,0.625,1.664576416524869e-10
gpt-4.1-mini-2025-04-14: T0 -> T1,task_02_salad_dressing_state_01,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,1,1,F,-21.75,-20.375,1.375,1.058433993614878e-09
gpt-4.1-mini-2025-04-14: T0 -> T1,task_02_salad_dressing_state_01,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,1,1,G,-21.125,-20.625,0.5,4.3409742321427576e-10
gpt-4.1-mini-2025-04-14: T0 -> T1,task_02_salad_dressing_state_01,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,2,2,	C,-19.875,-22.25,-2.375,-2.1183490452914356e-09
gpt-4.1-mini-2025-04-14: T0 -> T1,task_02_salad_dressing_state_01,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,2,2, C,-20.125,-22.5,-2.375,-1.6497718952915328e-09
gpt-4.1-mini-2025-04-14: T0 -> T1,task_02_salad_dressing_state_01,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,2,2,A,-16.125,-19.875,-3.75,-9.69763500827631e-08
gpt-4.1-mini-2025-04-14: T0 -> T1,task_02_salad_dressing_state_01,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,2,2,B,-18.625,-21.625,-3.0,-7.746155501822598e-09
gpt-4.1-mini-2025-04-14: T0 -> T1,task_02_salad_dressing_state_01,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,2,2,C,-5.512236498361744e-07,0.0,5.512236498361744e-07,5.512234979576647e-07
gpt-4.1-mini-2025-04-14: T0 -> T1,task_02_salad_dressing_state_01,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,2,2,D,-18.625,-21.125,-2.5,-7.482862105340889e-09
gpt-4.1-mini-2025-04-14: T0 -> T1,task_02_salad_dressing_state_01,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,2,2,E,-21.0,-24.875,-3.875,-7.425189406843277e-10
gpt-4.1-mini-2025-04-14: T0 -> T1,task_02_salad_dressing_state_01,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,2,2,F,-20.125,-23.875,-3.75,-1.7761838088633558e-09
gpt-4.1-mini-2025-04-14: T0 -> T1,task_02_salad_dressing_state_01,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,2,2,G,-19.5,-23.875,-4.375,-3.355489940805381e-09
gpt-4.1-mini-2025-04-14: T0 -> T1,task_02_salad_dressing_state_01,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,2,2,N,-21.625,-25.0,-3.375,-3.919772687826053e-10
gpt-4.1-mini-2025-04-14: T0 -> T1,task_03_bbq_sauce_state_00,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,0,0,	E,-29.75,-30.25,-0.5,-4.727701635952094e-14
gpt-4.1-mini-2025-04-14: T0 -> T1,task_03_bbq_sauce_state_00,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,0,0, E,-22.75,-23.0,-0.25,-2.914634638393576e-11
gpt-4.1-mini-2025-04-14: T0 -> T1,task_03_bbq_sauce_state_00,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,0,0,B,-30.125,-29.5,0.625,7.170038746362957e-14
gpt-4.1-mini-2025-04-14: T0 -> T1,task_03_bbq_sauce_state_00,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,0,0,C,-28.25,-28.0,0.25,1.5294598891861675e-13
gpt-4.1-mini-2025-04-14: T0 -> T1,task_03_bbq_sauce_state_00,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,0,0,D,-30.25,-31.0,-0.75,-3.8452469873497154e-14
gpt-4.1-mini-2025-04-14: T0 -> T1,task_03_bbq_sauce_state_00,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,0,0,E,0.0,0.0,0.0,0.0
gpt-4.1-mini-2025-04-14: T0 -> T1,task_03_bbq_sauce_state_00,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,0,0,F,-22.625,-24.0,-1.375,-1.1155812217692543e-10
gpt-4.1-mini-2025-04-14: T0 -> T1,task_03_bbq_sauce_state_00,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,1,1,	E,-30.5,-30.0,0.5,3.681937736207452e-14
gpt-4.1-mini-2025-04-14: T0 -> T1,task_03_bbq_sauce_state_00,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,1,1, E,-22.875,-23.375,-0.5,-4.57535317910881e-11
gpt-4.1-mini-2025-04-14: T0 -> T1,task_03_bbq_sauce_state_00,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,1,1,A,-25.875,-26.625,-0.75,-3.0546580371387772e-12
gpt-4.1-mini-2025-04-14: T0 -> T1,task_03_bbq_sauce_state_00,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,1,1,B,-24.5,-24.5,0.0,0.0
gpt-4.1-mini-2025-04-14: T0 -> T1,task_03_bbq_sauce_state_00,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,1,1,C,-25.625,-25.125,0.5,4.8223867717472946e-12
gpt-4.1-mini-2025-04-14: T0 -> T1,task_03_bbq_sauce_state_00,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,1,1,D,-27.25,-26.5,0.75,1.6350406245959166e-12
gpt-4.1-mini-2025-04-14: T0 -> T1,task_03_bbq_sauce_state_00,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,1,1,E,0.0,0.0,0.0,0.0
gpt-4.1-mini-2025-04-14: T0 -> T1,task_03_bbq_sauce_state_00,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,1,1,F,-21.25,-19.75,1.5,2.056043239014713e-09
gpt-4.1-mini-2025-04-14: T0 -> T1,task_03_bbq_sauce_state_00,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,2,2,	E,-30.25,-30.25,0.0,0.0
gpt-4.1-mini-2025-04-14: T0 -> T1,task_03_bbq_sauce_state_00,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,2,2, E,-23.125,-23.0,0.125,1.205802642029023e-11
gpt-4.1-mini-2025-04-14: T0 -> T1,task_03_bbq_sauce_state_00,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,2,2,B,-29.625,-29.5,0.125,1.8128509510223398e-14
gpt-4.1-mini-2025-04-14: T0 -> T1,task_03_bbq_sauce_state_00,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,2,2,C,-28.0,-28.0,0.0,0.0
gpt-4.1-mini-2025-04-14: T0 -> T1,task_03_bbq_sauce_state_00,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,2,2,D,-31.0,-31.0,0.0,0.0
gpt-4.1-mini-2025-04-14: T0 -> T1,task_03_bbq_sauce_state_00,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,2,2,E,0.0,0.0,0.0,0.0
gpt-4.1-mini-2025-04-14: T0 -> T1,task_03_bbq_sauce_state_00,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,2,2,F,-24.0,-24.0,0.0,0.0
gpt-4.1-mini-2025-04-14: T0 -> T1,task_03_bbq_sauce_state_01,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,0,0,	E,-29.500001907348633,-29.875001907348633,-0.375,-4.824526838331587e-14
gpt-4.1-mini-2025-04-14: T0 -> T1,task_03_bbq_sauce_state_01,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,0,0, E,-22.250001907348633,-22.250001907348633,0.0,0.0
gpt-4.1-mini-2025-04-14: T0 -> T1,task_03_bbq_sauce_state_01,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,0,0,A,-22.750001907348633,-22.375001907348633,0.375,5.995189432560381e-11
gpt-4.1-mini-2025-04-14: T0 -> T1,task_03_bbq_sauce_state_01,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,0,0,B,-21.250001907348633,-21.250001907348633,0.0,0.0
gpt-4.1-mini-2025-04-14: T0 -> T1,task_03_bbq_sauce_state_01,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,0,0,C,-23.000001907348633,-22.750001907348633,0.25,2.914629079174484e-11
gpt-4.1-mini-2025-04-14: T0 -> T1,task_03_bbq_sauce_state_01,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,0,0,D,-25.125001907348633,-24.375001907348633,0.75,1.3690001427034777e-11
gpt-4.1-mini-2025-04-14: T0 -> T1,task_03_bbq_sauce_state_01,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,0,0,E,-1.8624639324116288e-06,-2.339278580620885e-06,-4.768146482092561e-07,-4.76813646455021e-07
gpt-4.1-mini-2025-04-14: T0 -> T1,task_03_bbq_sauce_state_01,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,0,0,F,-13.250001907348633,-13.000001907348633,0.25,4.999821411837221e-07
gpt-4.1-mini-2025-04-14: T0 -> T1,task_03_bbq_sauce_state_01,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,0,0,G,-29.500001907348633,-27.625001907348633,1.875,8.517565343659173e-13
gpt-4.1-mini-2025-04-14: T0 -> T1,task_03_bbq_sauce_state_01,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,1,1,	E,-29.500001907348633,-29.500001907348633,0.0,0.0
gpt-4.1-mini-2025-04-14: T0 -> T1,task_03_bbq_sauce_state_01,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,1,1, E,-22.250001907348633,-22.250001907348633,0.0,0.0
gpt-4.1-mini-2025-04-14: T0 -> T1,task_03_bbq_sauce_state_01,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,1,1,A,-22.750001907348633,-22.750001907348633,0.0,0.0
gpt-4.1-mini-2025-04-14: T0 -> T1,task_03_bbq_sauce_state_01,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,1,1,B,-21.250001907348633,-21.250001907348633,0.0,0.0
gpt-4.1-mini-2025-04-14: T0 -> T1,task_03_bbq_sauce_state_01,gpt-4.1-mini-2025-04-14,gpt-4.1-mini-2025-04-14,0.0,1.0,1,1,C,-23.000001907348633,-23.000001907348633,0.0,0.0
