model,state,target,target_name,posthoc_identity,own_object_match,same_family,assisted_fallback,crop_file,crop_sha256,response_file,elapsed_seconds,answer,p_A,p_B,p_C,logp_A,logp_B,logp_C,other_token_probability
qwen3.5:9b,original,RGOCG16-50_16mm,16 mm round pin,DSUB_Male,False,False,False,input_crops/original/DSUB_Male.png,c494876a69ee4e893be510f226d6b6c3e9653d4b052ec114fbb8385c85d6a131,raw/qwen3.5-9b/original/RGOCG16-50_16mm/DSUB_Male.json,0.4027777999872342,A,0.6148571293888004,0.16040761381456997,0.21702817812755054,-0.48636534810066223,-1.8300371170043945,-1.5277280807495117,0.007707078669079159
qwen3.5:9b,original,RGOCG12-50_12mm,12 mm round pin,DSUB_Male,False,False,False,input_crops/original/DSUB_Male.png,c494876a69ee4e893be510f226d6b6c3e9653d4b052ec114fbb8385c85d6a131,raw/qwen3.5-9b/original/RGOCG12-50_12mm/DSUB_Male.json,0.3987519999500364,A,0.809632481683981,0.08260715173375062,0.10292106105582886,-0.2111748605966568,-2.493659019470215,-2.2737929821014404,0.004839305526439408
qwen3.5:9b,original,RGOCG8-50_8mm,8 mm round pin,DSUB_Male,False,False,False,input_crops/original/DSUB_Male.png,c494876a69ee4e893be510f226d6b6c3e9653d4b052ec114fbb8385c85d6a131,raw/qwen3.5-9b/original/RGOCG8-50_8mm/DSUB_Male.json,0.4363016000133939,A,0.8053365917367035,0.09239812982792729,0.0942821808157546,-0.21649496257305145,-2.381648540496826,-2.3614630699157715,0.007983097619614687
qwen3.5:9b,original,USB_Male,USB connector + cable,DSUB_Male,False,False,False,input_crops/original/DSUB_Male.png,c494876a69ee4e893be510f226d6b6c3e9653d4b052ec114fbb8385c85d6a131,raw/qwen3.5-9b/original/USB_Male/DSUB_Male.json,0.45938389998627827,B,0.27367802607745206,0.5677878151522906,0.15167650504083677,-1.2958029508590698,-0.5660074949264526,-1.8860052824020386,0.006857653729420599
qwen3.5:9b,original,DSUB_Male,DSUB connector,DSUB_Male,True,True,False,input_crops/original/DSUB_Male.png,c494876a69ee4e893be510f226d6b6c3e9653d4b052ec114fbb8385c85d6a131,raw/qwen3.5-9b/original/DSUB_Male/DSUB_Male.json,0.42536069999914616,A,0.9883656505754764,0.00223145041920519,0.0078004504330009255,-0.011702558025717735,-6.105103492736816,-4.853573799133301,0.0016024485723175053
qwen3.5:9b,state_101,Gear_Large,Large gear,Gear_Large,True,True,False,input_crops/state_101/Gear_Large.png,051e75a5b0096989b516c484271d98c52e09d06625bc3ea201ac2f884e2c93a0,raw/qwen3.5-9b/state_101/Gear_Large/Gear_Large.json,0.5097344999667257,A,0.9735164047724816,0.014269288479891873,0.011712705467136666,-0.026840602979063988,-4.249645709991455,-4.447081089019775,0.0005016012804899272
qwen3.5:9b,state_101,Gear_Medium,Medium gear,Gear_Large,False,True,False,input_crops/state_101/Gear_Large.png,051e75a5b0096989b516c484271d98c52e09d06625bc3ea201ac2f884e2c93a0,raw/qwen3.5-9b/state_101/Gear_Medium/Gear_Large.json,0.35809180000796914,A,0.9632160065994505,0.023212964138659146,0.013099312364898896,-0.037477586418390274,-3.7630443572998047,-4.335195541381836,0.0004717168969914365
qwen3.5:9b,state_101,Gear_Small,Small gear,Gear_Large,False,True,False,input_crops/state_101/Gear_Large.png,051e75a5b0096989b516c484271d98c52e09d06625bc3ea201ac2f884e2c93a0,raw/qwen3.5-9b/state_101/Gear_Small/Gear_Large.json,0.3742361000040546,A,0.9766026136774995,0.013483722930022712,0.00964480390391946,-0.023675451055169106,-4.306272029876709,-4.641335964202881,0.0002688594885583706
qwen3.5:9b,state_101,Waterproof_Male,Waterproof connector,Gear_Large,False,False,False,input_crops/state_101/Gear_Large.png,051e75a5b0096989b516c484271d98c52e09d06625bc3ea201ac2f884e2c93a0,raw/qwen3.5-9b/state_101/Waterproof_Male/Gear_Large.json,0.3768998000305146,B,0.02989241730502019,0.8656412946972962,0.10238333981803069,-3.51015043258667,-0.1442846655845642,-2.279031276702881,0.0020829481796528215
qwen3.5:9b,state_101,M12_Hex_Nut,M12 hex nut,Gear_Large,False,False,False,input_crops/state_101/Gear_Large.png,051e75a5b0096989b516c484271d98c52e09d06625bc3ea201ac2f884e2c93a0,raw/qwen3.5-9b/state_101/M12_Hex_Nut/Gear_Large.json,0.39536790002603084,B,0.0388548017516622,0.8248802480507361,0.135122395510313,-3.2479236125946045,-0.19251705706119537,-2.0015742778778076,0.0011425546872886327
qwen3.5:9b,state_101,M16_Hex_Nut,M16 hex nut,Gear_Large,False,False,False,input_crops/state_101/Gear_Large.png,051e75a5b0096989b516c484271d98c52e09d06625bc3ea201ac2f884e2c93a0,raw/qwen3.5-9b/state_101/M16_Hex_Nut/Gear_Large.json,0.38638630002969876,B,0.021553776850367277,0.8562036155917727,0.12121635985030176,-3.8372042179107666,-0.1552470624446869,-2.110178232192993,0.0010262477075582144
qwen3.5:9b,state_101,RGOCG16-50_16mm,16 mm round pin,Gear_Large,False,False,False,input_crops/state_101/Gear_Large.png,051e75a5b0096989b516c484271d98c52e09d06625bc3ea201ac2f884e2c93a0,raw/qwen3.5-9b/state_101/RGOCG16-50_16mm/Gear_Large.json,0.3933058999828063,A,0.6509544770035207,0.2510170398879174,0.09545338373934333,-0.42931556701660156,-1.3822344541549683,-2.3491172790527344,0.0025750993692185142
qwen3.5:9b,state_101,RGOCG12-50_12mm,12 mm round pin,Gear_Large,False,False,False,input_crops/state_101/Gear_Large.png,051e75a5b0096989b516c484271d98c52e09d06625bc3ea201ac2f884e2c93a0,raw/qwen3.5-9b/state_101/RGOCG12-50_12mm/Gear_Large.json,0.38089260004926473,A,0.6995157637995771,0.1881608310440027,0.10921779635152185,-0.3573669493198395,-1.670458197593689,-2.2144112586975098,0.0031056088048982966
qwen3.5:9b,state_101,RGOCG8-50_8mm,8 mm round pin,Gear_Large,False,False,False,input_crops/state_101/Gear_Large.png,051e75a5b0096989b516c484271d98c52e09d06625bc3ea201ac2f884e2c93a0,raw/qwen3.5-9b/state_101/RGOCG8-50_8mm/Gear_Large.json,0.3752451000036672,A,0.6737207699513981,0.1973240934177415,0.12490901612152361,-0.3949395418167114,-1.6229077577590942,-2.080169677734375,0.004046120509336837
qwen3.5:9b,state_101,USB_Male,USB connector + cable,Gear_Large,False,False,False,input_crops/state_101/Gear_Large.png,051e75a5b0096989b516c484271d98c52e09d06625bc3ea201ac2f884e2c93a0,raw/qwen3.5-9b/state_101/USB_Male/Gear_Large.json,0.40420549997361377,B,0.002670220221966575,0.9270778330325217,0.06912647085858749,-5.925594329833984,-0.0757177546620369,-2.6718175411224365,0.0011254758869242432
qwen3.5:9b,state_101,DSUB_Male,DSUB connector,Gear_Large,False,False,False,input_crops/state_101/Gear_Large.png,051e75a5b0096989b516c484271d98c52e09d06625bc3ea201ac2f884e2c93a0,raw/qwen3.5-9b/state_101/DSUB_Male/Gear_Large.json,0.38696480001090094,B,0.10480027120167884,0.6323955684340541,0.2597753188152052,-2.2556989192962646,-0.45824018120765686,-1.3479381799697876,0.0030288415490618004
qwen3.5:9b,state_101,Gear_Large,Large gear,Gear_Medium,False,True,False,input_crops/state_101/Gear_Medium.png,e7ecdd04abe922e5d362f2904407adcbef08b8607f7d1cce909e4ade3e9c65a5,raw/qwen3.5-9b/state_101/Gear_Large/Gear_Medium.json,0.4761473999824375,A,0.9927472472250517,0.0025384707960893586,0.004488949752327514,-0.007279181852936745,-5.976193428039551,-5.406136512756348,0.00022533222653142726
qwen3.5:9b,state_101,Gear_Medium,Medium gear,Gear_Medium,True,True,False,input_crops/state_101/Gear_Medium.png,e7ecdd04abe922e5d362f2904407adcbef08b8607f7d1cce909e4ade3e9c65a5,raw/qwen3.5-9b/state_101/Gear_Medium/Gear_Medium.json,0.3582960999920033,A,0.9901556971635072,0.0029230872147086684,0.006498698736558026,-0.009893078356981277,-5.8351149559021,-5.036153316497803,0.00042251688522609854
qwen3.5:9b,state_101,Gear_Small,Small gear,Gear_Medium,False,True,False,input_crops/state_101/Gear_Medium.png,e7ecdd04abe922e5d362f2904407adcbef08b8607f7d1cce909e4ade3e9c65a5,raw/qwen3.5-9b/state_101/Gear_Small/Gear_Medium.json,0.3563649000134319,A,0.9882497790701665,0.004572839528942065,0.0068136409163344815,-0.011819800361990929,-5.38762092590332,-4.988828659057617,0.0003637404845568959
qwen3.5:9b,state_101,Waterproof_Male,Waterproof connector,Gear_Medium,False,False,False,input_crops/state_101/Gear_Medium.png,e7ecdd04abe922e5d362f2904407adcbef08b8607f7d1cce909e4ade3e9c65a5,raw/qwen3.5-9b/state_101/Waterproof_Male/Gear_Medium.json,0.3709582999581471,B,0.028609011658374688,0.7749480029371933,0.19312766824514666,-3.5540335178375244,-0.2549593448638916,-1.6444038152694702,0.003315317159285236
qwen3.5:9b,state_101,M12_Hex_Nut,M12 hex nut,Gear_Medium,False,False,False,input_crops/state_101/Gear_Medium.png,e7ecdd04abe922e5d362f2904407adcbef08b8607f7d1cce909e4ade3e9c65a5,raw/qwen3.5-9b/state_101/M12_Hex_Nut/Gear_Medium.json,0.36575210001319647,B,0.025680023050847323,0.7939361318131181,0.17936002404054044,-3.6620419025421143,-0.23075225949287415,-1.718360185623169,0.0010238210954942595
qwen3.5:9b,state_101,M16_Hex_Nut,M16 hex nut,Gear_Medium,False,False,False,input_crops/state_101/Gear_Medium.png,e7ecdd04abe922e5d362f2904407adcbef08b8607f7d1cce909e4ade3e9c65a5,raw/qwen3.5-9b/state_101/M16_Hex_Nut/Gear_Medium.json,0.3720106999971904,B,0.013609878356292977,0.8528590236700021,0.13239653305831228,-4.296959400177002,-0.1591610163450241,-2.021953821182251,0.0011345649153926551
qwen3.5:9b,state_101,RGOCG16-50_16mm,16 mm round pin,Gear_Medium,False,False,False,input_crops/state_101/Gear_Medium.png,e7ecdd04abe922e5d362f2904407adcbef08b8607f7d1cce909e4ade3e9c65a5,raw/qwen3.5-9b/state_101/RGOCG16-50_16mm/Gear_Medium.json,0.3819459999795072,A,0.7074091434114355,0.17773470792004598,0.11189721193924572,-0.3461460769176483,-1.7274632453918457,-2.1901745796203613,0.002958936729272832
qwen3.5:9b,state_101,RGOCG12-50_12mm,12 mm round pin,Gear_Medium,False,False,False,input_crops/state_101/Gear_Medium.png,e7ecdd04abe922e5d362f2904407adcbef08b8607f7d1cce909e4ade3e9c65a5,raw/qwen3.5-9b/state_101/RGOCG12-50_12mm/Gear_Medium.json,0.43102350004483014,A,0.8832672239265018,0.05356865423073183,0.06155818726585965,-0.12412749230861664,-2.926791191101074,-2.7877724170684814,0.0016059345769067201
qwen3.5:9b,state_101,RGOCG8-50_8mm,8 mm round pin,Gear_Medium,False,False,False,input_crops/state_101/Gear_Medium.png,e7ecdd04abe922e5d362f2904407adcbef08b8607f7d1cce909e4ade3e9c65a5,raw/qwen3.5-9b/state_101/RGOCG8-50_8mm/Gear_Medium.json,0.42788749997271225,A,0.8214053567219304,0.10647464733967102,0.07063107994038036,-0.19673855602741241,-2.2398483753204346,-2.650285005569458,0.0014889159980182587
qwen3.5:9b,state_101,USB_Male,USB connector + cable,Gear_Medium,False,False,False,input_crops/state_101/Gear_Medium.png,e7ecdd04abe922e5d362f2904407adcbef08b8607f7d1cce909e4ade3e9c65a5,raw/qwen3.5-9b/state_101/USB_Male/Gear_Medium.json,0.44306800002232194,B,0.002965511079217588,0.9256780140482536,0.07059114731817064,-5.820705890655518,-0.07722882181406021,-2.650850534439087,0.0007653275543582083
qwen3.5:9b,state_101,DSUB_Male,DSUB connector,Gear_Medium,False,False,False,input_crops/state_101/Gear_Medium.png,e7ecdd04abe922e5d362f2904407adcbef08b8607f7d1cce909e4ade3e9c65a5,raw/qwen3.5-9b/state_101/DSUB_Male/Gear_Medium.json,0.4167684999993071,B,0.06664853010055193,0.629652550957515,0.2995069470376154,-2.708322286605835,-0.4625871181488037,-1.2056176662445068,0.004191971904317637
qwen3.5:9b,state_101,Gear_Large,Large gear,Gear_Small,False,True,False,input_crops/state_101/Gear_Small.png,ed6418c5d55144cdb439a1f7f42e39e3f0a71a284b9bf1a812a11671951db9fe,raw/qwen3.5-9b/state_101/Gear_Large/Gear_Small.json,0.4659939999692142,A,0.9938554167420032,0.0011170022519146905,0.004270146515412056,-0.00616353889927268,-6.797106742858887,-5.456107139587402,0.0007574344906701169
qwen3.5:9b,state_101,Gear_Medium,Medium gear,Gear_Small,False,True,False,input_crops/state_101/Gear_Small.png,ed6418c5d55144cdb439a1f7f42e39e3f0a71a284b9bf1a812a11671951db9fe,raw/qwen3.5-9b/state_101/Gear_Medium/Gear_Small.json,0.36265759996604174,A,0.9876528982790911,0.0023071846226215146,0.008980451358019507,-0.012423960492014885,-6.071727275848389,-4.712705135345459,0.0010594657402679397
qwen3.5:9b,state_101,Gear_Small,Small gear,Gear_Small,True,True,False,input_crops/state_101/Gear_Small.png,ed6418c5d55144cdb439a1f7f42e39e3f0a71a284b9bf1a812a11671951db9fe,raw/qwen3.5-9b/state_101/Gear_Small/Gear_Small.json,0.34573400003137067,A,0.9870051145096616,0.0027184345209710025,0.008735369440962305,-0.013080057688057423,-5.907699108123779,-4.74037504196167,0.0015410815284051527
qwen3.5:9b,state_101,Waterproof_Male,Waterproof connector,Gear_Small,False,False,False,input_crops/state_101/Gear_Small.png,ed6418c5d55144cdb439a1f7f42e39e3f0a71a284b9bf1a812a11671951db9fe,raw/qwen3.5-9b/state_101/Waterproof_Male/Gear_Small.json,0.3790129999979399,B,0.061225271135130765,0.7051291550607209,0.22828488585609477,-2.7931952476501465,-0.34937429428100586,-1.477160930633545,0.005360687948053555
qwen3.5:9b,state_101,M12_Hex_Nut,M12 hex nut,Gear_Small,False,False,False,input_crops/state_101/Gear_Small.png,ed6418c5d55144cdb439a1f7f42e39e3f0a71a284b9bf1a812a11671951db9fe,raw/qwen3.5-9b/state_101/M12_Hex_Nut/Gear_Small.json,0.3638356000301428,B,0.03732996736083882,0.7847138104243688,0.1735088428651965,-3.287958860397339,-0.24243620038032532,-1.7515267133712769,0.004447379349595826
qwen3.5:9b,state_101,M16_Hex_Nut,M16 hex nut,Gear_Small,False,False,False,input_crops/state_101/Gear_Small.png,ed6418c5d55144cdb439a1f7f42e39e3f0a71a284b9bf1a812a11671951db9fe,raw/qwen3.5-9b/state_101/M16_Hex_Nut/Gear_Small.json,0.4004503999603912,B,0.05293991545726971,0.7437770956224167,0.19993417745005088,-2.9385976791381836,-0.29601389169692993,-1.6097670793533325,0.0033488114702626692
qwen3.5:9b,state_101,RGOCG16-50_16mm,16 mm round pin,Gear_Small,False,False,False,input_crops/state_101/Gear_Small.png,ed6418c5d55144cdb439a1f7f42e39e3f0a71a284b9bf1a812a11671951db9fe,raw/qwen3.5-9b/state_101/RGOCG16-50_16mm/Gear_Small.json,0.39164729998447,B,0.26938876182562504,0.3951319963922306,0.33088521900189266,-1.3115997314453125,-0.9285354018211365,-1.1059837341308594,0.004594022780251672
qwen3.5:9b,state_101,RGOCG12-50_12mm,12 mm round pin,Gear_Small,False,False,False,input_crops/state_101/Gear_Small.png,ed6418c5d55144cdb439a1f7f42e39e3f0a71a284b9bf1a812a11671951db9fe,raw/qwen3.5-9b/state_101/RGOCG12-50_12mm/Gear_Small.json,0.40620789997046813,B,0.2780217308681995,0.4286711984344075,0.28904830322621833,-1.2800559997558594,-0.8470650911331177,-1.2411614656448364,0.004258767471174707
qwen3.5:9b,state_101,RGOCG8-50_8mm,8 mm round pin,Gear_Small,False,False,False,input_crops/state_101/Gear_Small.png,ed6418c5d55144cdb439a1f7f42e39e3f0a71a284b9bf1a812a11671951db9fe,raw/qwen3.5-9b/state_101/RGOCG8-50_8mm/Gear_Small.json,0.38888739998219535,C,0.28185899185898533,0.33300288352955887,0.378239542636131,-1.2663483619689941,-1.0996041297912598,-0.9722275733947754,0.00689858197532478
qwen3.5:9b,state_101,USB_Male,USB connector + cable,Gear_Small,False,False,False,input_crops/state_101/Gear_Small.png,ed6418c5d55144cdb439a1f7f42e39e3f0a71a284b9bf1a812a11671951db9fe,raw/qwen3.5-9b/state_101/USB_Male/Gear_Small.json,0.4207258999813348,B,0.0033295554673024733,0.8661572302208708,0.12787401387303016,-5.704916477203369,-0.14368882775306702,-2.0567097663879395,0.0026392004387965073
qwen3.5:9b,state_101,DSUB_Male,DSUB connector,Gear_Small,False,False,False,input_crops/state_101/Gear_Small.png,ed6418c5d55144cdb439a1f7f42e39e3f0a71a284b9bf1a812a11671951db9fe,raw/qwen3.5-9b/state_101/DSUB_Male/Gear_Small.json,0.4276806000270881,B,0.07993711571130732,0.4940270389516909,0.4183486959461073,-2.526515007019043,-0.7051650285720825,-0.8714399933815002,0.007687149390894543
qwen3.5:9b,state_101,Gear_Large,Large gear,Waterproof_Male,False,False,False,input_crops/state_101/Waterproof_Male.png,8e27ec495e8bd49a326cc5c753e41d2240a99cc4d77374a337104a466e01f88f,raw/qwen3.5-9b/state_101/Gear_Large/Waterproof_Male.json,0.5151040000491776,B,0.03569758929809329,0.550450993922631,0.4106567132305668,-3.332672119140625,-0.5970173478126526,-0.889997661113739,0.003194703548708988
qwen3.5:9b,state_101,Gear_Medium,Medium gear,Waterproof_Male,False,False,False,input_crops/state_101/Waterproof_Male.png,8e27ec495e8bd49a326cc5c753e41d2240a99cc4d77374a337104a466e01f88f,raw/qwen3.5-9b/state_101/Gear_Medium/Waterproof_Male.json,0.37378310004714876,B,0.056153255549701686,0.6738305075818166,0.2658226876379004,-2.8796706199645996,-0.39477667212486267,-1.3249257802963257,0.00419354923058135
qwen3.5:9b,state_101,Gear_Small,Small gear,Waterproof_Male,False,False,False,input_crops/state_101/Waterproof_Male.png,8e27ec495e8bd49a326cc5c753e41d2240a99cc4d77374a337104a466e01f88f,raw/qwen3.5-9b/state_101/Gear_Small/Waterproof_Male.json,0.3513641000026837,B,0.06979768498893581,0.6039130237448352,0.32144622638376263,-2.66215443611145,-0.5043250918388367,-1.1349250078201294,0.00484306488246633
qwen3.5:9b,state_101,Waterproof_Male,Waterproof connector,Waterproof_Male,True,True,False,input_crops/state_101/Waterproof_Male.png,8e27ec495e8bd49a326cc5c753e41d2240a99cc4d77374a337104a466e01f88f,raw/qwen3.5-9b/state_101/Waterproof_Male/Waterproof_Male.json,0.3662027000100352,A,0.9867760539683733,0.0019921113579218024,0.010303117086796333,-0.013312160968780518,-6.218560218811035,-4.575308799743652,0.0009287175869086006
qwen3.5:9b,state_101,M12_Hex_Nut,M12 hex nut,Waterproof_Male,False,False,False,input_crops/state_101/Waterproof_Male.png,8e27ec495e8bd49a326cc5c753e41d2240a99cc4d77374a337104a466e01f88f,raw/qwen3.5-9b/state_101/M12_Hex_Nut/Waterproof_Male.json,0.36945790000027046,B,0.09623063979009491,0.5990081468980458,0.29711651381927545,-2.3410074710845947,-0.5124800801277161,-1.2136309146881104,0.00764469949258384
qwen3.5:9b,state_101,M16_Hex_Nut,M16 hex nut,Waterproof_Male,False,False,False,input_crops/state_101/Waterproof_Male.png,8e27ec495e8bd49a326cc5c753e41d2240a99cc4d77374a337104a466e01f88f,raw/qwen3.5-9b/state_101/M16_Hex_Nut/Waterproof_Male.json,0.37853940000059083,B,0.06467456051173684,0.5649028292315605,0.3668524420452585,-2.7383873462677,-0.5711015462875366,-1.0027955770492554,0.00357016821144418
qwen3.5:9b,state_101,RGOCG16-50_16mm,16 mm round pin,Waterproof_Male,False,False,False,input_crops/state_101/Waterproof_Male.png,8e27ec495e8bd49a326cc5c753e41d2240a99cc4d77374a337104a466e01f88f,raw/qwen3.5-9b/state_101/RGOCG16-50_16mm/Waterproof_Male.json,0.3864739999989979,A,0.8768913099044467,0.05270693783203143,0.06759190615539681,-0.13137222826480865,-2.9430081844329834,-2.6942670345306396,0.002809846108125069
qwen3.5:9b,state_101,RGOCG12-50_12mm,12 mm round pin,Waterproof_Male,False,False,False,input_crops/state_101/Waterproof_Male.png,8e27ec495e8bd49a326cc5c753e41d2240a99cc4d77374a337104a466e01f88f,raw/qwen3.5-9b/state_101/RGOCG12-50_12mm/Waterproof_Male.json,0.3893558999989182,A,0.9342432005818262,0.02417801579954764,0.03993434337787507,-0.06801848858594894,-3.722311496734619,-3.2205185890197754,0.001644440240751166
qwen3.5:9b,state_101,RGOCG8-50_8mm,8 mm round pin,Waterproof_Male,False,False,False,input_crops/state_101/Waterproof_Male.png,8e27ec495e8bd49a326cc5c753e41d2240a99cc4d77374a337104a466e01f88f,raw/qwen3.5-9b/state_101/RGOCG8-50_8mm/Waterproof_Male.json,0.3914546999731101,A,0.920568046777644,0.02830029660351984,0.04887186062837637,-0.08276435732841492,-3.56488299369812,-3.0185534954071045,0.0022597959904597786
qwen3.5:9b,state_101,USB_Male,USB connector + cable,Waterproof_Male,False,False,False,input_crops/state_101/Waterproof_Male.png,8e27ec495e8bd49a326cc5c753e41d2240a99cc4d77374a337104a466e01f88f,raw/qwen3.5-9b/state_101/USB_Male/Waterproof_Male.json,0.4212223999784328,B,0.0618567562271314,0.7821548540851581,0.15268752767748306,-2.7829339504241943,-0.24570253491401672,-1.8793617486953735,0.003300862010227501
qwen3.5:9b,state_101,DSUB_Male,DSUB connector,Waterproof_Male,False,False,False,input_crops/state_101/Waterproof_Male.png,8e27ec495e8bd49a326cc5c753e41d2240a99cc4d77374a337104a466e01f88f,raw/qwen3.5-9b/state_101/DSUB_Male/Waterproof_Male.json,0.39807629998540506,A,0.6776363174949092,0.2164501201101981,0.0993243938067142,-0.38914453983306885,-1.5303951501846313,-2.309364080429077,0.0065891685881785955
qwen3.5:9b,state_101,Gear_Large,Large gear,M12_Hex_Nut,False,False,False,input_crops/state_101/M12_Hex_Nut.png,fc0054b5fbb5338ab9f90350cd4862942de04ae395620638929e2b1b38c1e229,raw/qwen3.5-9b/state_101/Gear_Large/M12_Hex_Nut.json,0.4629384999861941,A,0.9642671933792201,0.008157781235843065,0.02648375065198564,-0.03638685122132301,-4.808783054351807,-3.6312239170074463,0.0010912747329512307
qwen3.5:9b,state_101,Gear_Medium,Medium gear,M12_Hex_Nut,False,False,False,input_crops/state_101/M12_Hex_Nut.png,fc0054b5fbb5338ab9f90350cd4862942de04ae395620638929e2b1b38c1e229,raw/qwen3.5-9b/state_101/Gear_Medium/M12_Hex_Nut.json,0.35778630001004785,A,0.962129531558148,0.007851181900344137,0.02887683955865155,-0.0386061891913414,-4.847091197967529,-3.544715404510498,0.001142446982856371
qwen3.5:9b,state_101,Gear_Small,Small gear,M12_Hex_Nut,False,False,False,input_crops/state_101/M12_Hex_Nut.png,fc0054b5fbb5338ab9f90350cd4862942de04ae395620638929e2b1b38c1e229,raw/qwen3.5-9b/state_101/Gear_Small/M12_Hex_Nut.json,0.3501510000205599,A,0.9656680806826675,0.007222987149111874,0.0260391708107552,-0.034935105592012405,-4.930486679077148,-3.648153305053711,0.001069761357465393
qwen3.5:9b,state_101,Waterproof_Male,Waterproof connector,M12_Hex_Nut,False,False,False,input_crops/state_101/M12_Hex_Nut.png,fc0054b5fbb5338ab9f90350cd4862942de04ae395620638929e2b1b38c1e229,raw/qwen3.5-9b/state_101/Waterproof_Male/M12_Hex_Nut.json,0.3679838999523781,A,0.890102031023211,0.026090569677391654,0.0815091282269672,-0.11641918122768402,-3.646181344985962,-2.50704026222229,0.0022982710724301914
qwen3.5:9b,state_101,M12_Hex_Nut,M12 hex nut,M12_Hex_Nut,True,True,False,input_crops/state_101/M12_Hex_Nut.png,fc0054b5fbb5338ab9f90350cd4862942de04ae395620638929e2b1b38c1e229,raw/qwen3.5-9b/state_101/M12_Hex_Nut/M12_Hex_Nut.json,0.37066040001809597,A,0.9753115775402291,0.007351002594408852,0.016292775641450832,-0.024998292326927185,-4.912918567657471,-4.1170334815979,0.0010446442239111509
qwen3.5:9b,state_101,M16_Hex_Nut,M16 hex nut,M12_Hex_Nut,False,True,False,input_crops/state_101/M12_Hex_Nut.png,fc0054b5fbb5338ab9f90350cd4862942de04ae395620638929e2b1b38c1e229,raw/qwen3.5-9b/state_101/M16_Hex_Nut/M12_Hex_Nut.json,0.3639481000136584,A,0.9704651829630546,0.007929994871835063,0.02054606050020542,-0.029979752376675606,-4.837102890014648,-3.8850860595703125,0.001058761664904817
qwen3.5:9b,state_101,RGOCG16-50_16mm,16 mm round pin,M12_Hex_Nut,False,False,False,input_crops/state_101/M12_Hex_Nut.png,fc0054b5fbb5338ab9f90350cd4862942de04ae395620638929e2b1b38c1e229,raw/qwen3.5-9b/state_101/RGOCG16-50_16mm/M12_Hex_Nut.json,0.37714140000753105,A,0.918541430295373,0.02040648196610085,0.05919583712160812,-0.08496826887130737,-3.8919026851654053,-2.826904058456421,0.0018562506169179649
qwen3.5:9b,state_101,RGOCG12-50_12mm,12 mm round pin,M12_Hex_Nut,False,False,False,input_crops/state_101/M12_Hex_Nut.png,fc0054b5fbb5338ab9f90350cd4862942de04ae395620638929e2b1b38c1e229,raw/qwen3.5-9b/state_101/RGOCG12-50_12mm/M12_Hex_Nut.json,0.37938820000272244,A,0.9167520987728447,0.022058766314562106,0.06017102952915675,-0.0869181826710701,-3.8140451908111572,-2.8105642795562744,0.0010181053834364961
qwen3.5:9b,state_101,RGOCG8-50_8mm,8 mm round pin,M12_Hex_Nut,False,False,False,input_crops/state_101/M12_Hex_Nut.png,fc0054b5fbb5338ab9f90350cd4862942de04ae395620638929e2b1b38c1e229,raw/qwen3.5-9b/state_101/RGOCG8-50_8mm/M12_Hex_Nut.json,0.3965512000140734,A,0.9260230030134735,0.01662659611866461,0.055611689424915685,-0.07685620337724686,-4.096751689910889,-2.88936185836792,0.0017387114429462391
qwen3.5:9b,state_101,USB_Male,USB connector + cable,M12_Hex_Nut,False,False,False,input_crops/state_101/M12_Hex_Nut.png,fc0054b5fbb5338ab9f90350cd4862942de04ae395620638929e2b1b38c1e229,raw/qwen3.5-9b/state_101/USB_Male/M12_Hex_Nut.json,0.4312717000138946,B,0.31659741025047866,0.35505141868993867,0.32218967598856496,-1.1501243114471436,-1.0354926586151123,-1.1326148509979248,0.0061614950710177085
qwen3.5:9b,state_101,DSUB_Male,DSUB connector,M12_Hex_Nut,False,False,False,input_crops/state_101/M12_Hex_Nut.png,fc0054b5fbb5338ab9f90350cd4862942de04ae395620638929e2b1b38c1e229,raw/qwen3.5-9b/state_101/DSUB_Male/M12_Hex_Nut.json,0.42432580003514886,A,0.4874162438560635,0.2509798177355806,0.2545196872249212,-0.7186368107795715,-1.3823827505111694,-1.3683770895004272,0.007084251183434809
qwen3.5:9b,state_101,Gear_Large,Large gear,M16_Hex_Nut,False,False,False,input_crops/state_101/M16_Hex_Nut.png,1c1870e789ce383e3b64a161e64f0093e715e0263666f4e81c66af34b957e0f0,raw/qwen3.5-9b/state_101/Gear_Large/M16_Hex_Nut.json,0.47647809999762103,A,0.9719576839269878,0.006065783434975174,0.020867847573508125,-0.02844301052391529,-5.105091571807861,-3.8695456981658936,0.0011086850645288804
qwen3.5:9b,state_101,Gear_Medium,Medium gear,M16_Hex_Nut,False,False,False,input_crops/state_101/M16_Hex_Nut.png,1c1870e789ce383e3b64a161e64f0093e715e0263666f4e81c66af34b957e0f0,raw/qwen3.5-9b/state_101/Gear_Medium/M16_Hex_Nut.json,0.3444665999850258,A,0.9781398764312801,0.003399471036335932,0.017845994726042067,-0.0221025962382555,-5.684135437011719,-4.025976181030273,0.0006146578063418451
qwen3.5:9b,state_101,Gear_Small,Small gear,M16_Hex_Nut,False,False,False,input_crops/state_101/M16_Hex_Nut.png,1c1870e789ce383e3b64a161e64f0093e715e0263666f4e81c66af34b957e0f0,raw/qwen3.5-9b/state_101/Gear_Small/M16_Hex_Nut.json,0.3636903000297025,A,0.9758795506445681,0.004436173812716165,0.019124638315610776,-0.024416111409664154,-5.417963027954102,-3.956777811050415,0.0005596372271049477
