condition,model,state,target,target_name,posthoc_identity,own_object_match,same_family,assisted_fallback,crop_file,crop_sha256,response_file,elapsed_seconds,answer,p_A,p_B,p_C,logp_A,logp_B,logp_C,other_token_probability,target_family,observed_family,p_A_lower,p_A_upper,p_B_lower,p_B_upper,p_C_lower,p_C_upper
baseline,qwen3.5:4b,state_101,DSUB_Male,DSUB connector,RGOCG12-50_12mm,False,False,False,../vlm_four_scene_20260925/input_crops/state_101/RGOCG12-50_12mm.png,123f19e892e7db96ecab17804bf959635f80f30947116c2770dcab19b9e1892a,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_101/DSUB_Male/RGOCG12-50_12mm.json,0.30157580005470663,C,0.12834949523868086,0.08274357390444666,0.7875627311284283,-2.0529983043670654,-2.492008924484253,-0.23881225287914276,0.0013441997284441287,DSUB_Male,round_pin,,,,,,
baseline,qwen3.5:4b,state_101,Gear_Large,Large gear,RGOCG8-50_8mm,False,False,False,../vlm_four_scene_20260925/input_crops/state_101/RGOCG8-50_8mm.png,3989b2e944636dc60976a725ca05eae1c3b96027dd47e7fd6182bc78c774ab48,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_101/Gear_Large/RGOCG8-50_8mm.json,0.3709726000088267,C,0.07077473427900417,0.18923187453777945,0.739134553115773,-2.6482532024383545,-1.664782166481018,-0.30227530002593994,0.0008588380674433571,gear,round_pin,,,,,,
baseline,qwen3.5:4b,state_101,Gear_Medium,Medium gear,RGOCG8-50_8mm,False,False,False,../vlm_four_scene_20260925/input_crops/state_101/RGOCG8-50_8mm.png,3989b2e944636dc60976a725ca05eae1c3b96027dd47e7fd6182bc78c774ab48,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_101/Gear_Medium/RGOCG8-50_8mm.json,0.275094699987676,C,0.0492736313833435,0.042231508492347816,0.9076115468188182,-3.010366201400757,-3.164588689804077,-0.09693880379199982,0.0008833133054905185,gear,round_pin,,,,,,
baseline,qwen3.5:4b,state_101,Gear_Small,Small gear,RGOCG8-50_8mm,False,False,False,../vlm_four_scene_20260925/input_crops/state_101/RGOCG8-50_8mm.png,3989b2e944636dc60976a725ca05eae1c3b96027dd47e7fd6182bc78c774ab48,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_101/Gear_Small/RGOCG8-50_8mm.json,0.3095493000000715,C,0.052420678291408666,0.06078145271418769,0.8855671877818189,-2.9484541416168213,-2.8004705905914307,-0.12152694910764694,0.0012306812125847388,gear,round_pin,,,,,,
baseline,qwen3.5:4b,state_101,Waterproof_Male,Waterproof connector,RGOCG8-50_8mm,False,False,False,../vlm_four_scene_20260925/input_crops/state_101/RGOCG8-50_8mm.png,3989b2e944636dc60976a725ca05eae1c3b96027dd47e7fd6182bc78c774ab48,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_101/Waterproof_Male/RGOCG8-50_8mm.json,0.302222799975425,C,0.10027711249603982,0.0795378307166035,0.819269181123003,-2.2998178005218506,-2.531522512435913,-0.19934257864952087,0.0009158756643536936,Waterproof_Male,round_pin,,,,,,
baseline,qwen3.5:4b,state_101,M12_Hex_Nut,M12 hex nut,RGOCG8-50_8mm,False,False,False,../vlm_four_scene_20260925/input_crops/state_101/RGOCG8-50_8mm.png,3989b2e944636dc60976a725ca05eae1c3b96027dd47e7fd6182bc78c774ab48,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_101/M12_Hex_Nut/RGOCG8-50_8mm.json,0.291638900001999,C,0.07764902410754786,0.07040768405752779,0.8507319116797271,-2.555556297302246,-2.6534528732299805,-0.16165822744369507,0.0012113801551972836,hex_nut,round_pin,,,,,,
baseline,qwen3.5:4b,state_101,M16_Hex_Nut,M16 hex nut,RGOCG8-50_8mm,False,False,False,../vlm_four_scene_20260925/input_crops/state_101/RGOCG8-50_8mm.png,3989b2e944636dc60976a725ca05eae1c3b96027dd47e7fd6182bc78c774ab48,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_101/M16_Hex_Nut/RGOCG8-50_8mm.json,0.3096803000080399,C,0.09024038671178776,0.05919136334687331,0.8496664147155147,-2.405278205871582,-2.826979637145996,-0.16291145980358124,0.0009018352258242102,hex_nut,round_pin,,,,,,
baseline,qwen3.5:4b,state_101,RGOCG16-50_16mm,16 mm round pin,RGOCG8-50_8mm,False,True,False,../vlm_four_scene_20260925/input_crops/state_101/RGOCG8-50_8mm.png,3989b2e944636dc60976a725ca05eae1c3b96027dd47e7fd6182bc78c774ab48,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_101/RGOCG16-50_16mm/RGOCG8-50_8mm.json,0.32222239999100566,A,0.6974309052820917,0.051527023048476873,0.2502124307972779,-0.3603518307209015,-2.965648889541626,-1.38544499874115,0.0008296408721535364,round_pin,round_pin,,,,,,
baseline,qwen3.5:4b,state_101,RGOCG12-50_12mm,12 mm round pin,RGOCG8-50_8mm,False,True,False,../vlm_four_scene_20260925/input_crops/state_101/RGOCG8-50_8mm.png,3989b2e944636dc60976a725ca05eae1c3b96027dd47e7fd6182bc78c774ab48,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_101/RGOCG12-50_12mm/RGOCG8-50_8mm.json,0.31423289998201653,A,0.6489095068100339,0.05305068702672006,0.29714116649974787,-0.43246200680732727,-2.9365074634552,-1.213547945022583,0.0008986396634981242,round_pin,round_pin,,,,,,
baseline,qwen3.5:4b,state_101,RGOCG8-50_8mm,8 mm round pin,RGOCG8-50_8mm,True,True,False,../vlm_four_scene_20260925/input_crops/state_101/RGOCG8-50_8mm.png,3989b2e944636dc60976a725ca05eae1c3b96027dd47e7fd6182bc78c774ab48,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_101/RGOCG8-50_8mm/RGOCG8-50_8mm.json,0.28887839999515563,A,0.6585484667279258,0.0474882069129982,0.29286132568247675,-0.4177171587944031,-3.047273874282837,-1.2280560731887817,0.0011020006765993795,round_pin,round_pin,,,,,,
baseline,qwen3.5:4b,state_101,USB_Male,USB connector + cable,RGOCG8-50_8mm,False,False,False,../vlm_four_scene_20260925/input_crops/state_101/RGOCG8-50_8mm.png,3989b2e944636dc60976a725ca05eae1c3b96027dd47e7fd6182bc78c774ab48,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_101/USB_Male/RGOCG8-50_8mm.json,0.32828900002641603,C,0.11099807436108912,0.04797214987643264,0.8397872477009247,-2.198242425918579,-3.0371346473693848,-0.17460669577121735,0.0012425280615535605,USB_Male,round_pin,,,,,,
baseline,qwen3.5:4b,state_101,DSUB_Male,DSUB connector,RGOCG8-50_8mm,False,False,False,../vlm_four_scene_20260925/input_crops/state_101/RGOCG8-50_8mm.png,3989b2e944636dc60976a725ca05eae1c3b96027dd47e7fd6182bc78c774ab48,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_101/DSUB_Male/RGOCG8-50_8mm.json,0.2942513999878429,C,0.13614355795439462,0.09002761807525267,0.7720931816160146,-1.994045376777649,-2.4076387882232666,-0.2586500346660614,0.001735642354338096,DSUB_Male,round_pin,,,,,,
baseline,qwen3.5:4b,state_101,Gear_Large,Large gear,USB_Male,False,False,True,../vlm_four_scene_20260925/input_crops/state_101/USB_Male.png,7543f2ca9e48d4553584300362014c6f331ab16c9b5e3b3c0e4184e22a6d517c,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_101/Gear_Large/USB_Male.json,0.4964810000383295,B,0.01527815638913772,0.6068628975830006,0.37679755775385065,-4.181331157684326,-0.4994523823261261,-0.9760472178459167,0.0010613882740109215,gear,USB_Male,,,,,,
baseline,qwen3.5:4b,state_101,Gear_Medium,Medium gear,USB_Male,False,False,True,../vlm_four_scene_20260925/input_crops/state_101/USB_Male.png,7543f2ca9e48d4553584300362014c6f331ab16c9b5e3b3c0e4184e22a6d517c,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_101/Gear_Medium/USB_Male.json,0.2282577999867499,C,0.02130449624513955,0.3812279937180048,0.5962485244121495,-3.84883713722229,-0.9643576741218567,-0.5170977115631104,0.001218985624706237,gear,USB_Male,,,,,,
baseline,qwen3.5:4b,state_101,Gear_Small,Small gear,USB_Male,False,False,True,../vlm_four_scene_20260925/input_crops/state_101/USB_Male.png,7543f2ca9e48d4553584300362014c6f331ab16c9b5e3b3c0e4184e22a6d517c,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_101/Gear_Small/USB_Male.json,0.22607470001094043,C,0.012990117308095607,0.2631389043909159,0.7231004747220194,-4.343566417694092,-1.3350732326507568,-0.3242070972919464,0.0007705035789690173,gear,USB_Male,,,,,,
baseline,qwen3.5:4b,state_101,Waterproof_Male,Waterproof connector,USB_Male,False,False,True,../vlm_four_scene_20260925/input_crops/state_101/USB_Male.png,7543f2ca9e48d4553584300362014c6f331ab16c9b5e3b3c0e4184e22a6d517c,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_101/Waterproof_Male/USB_Male.json,0.23161980003351346,A,0.728931605195499,0.14652645692418156,0.12397857824684254,-0.3161753714084625,-1.9205492734909058,-2.087646484375,0.0005633596334768676,Waterproof_Male,USB_Male,,,,,,
baseline,qwen3.5:4b,state_101,M12_Hex_Nut,M12 hex nut,USB_Male,False,False,True,../vlm_four_scene_20260925/input_crops/state_101/USB_Male.png,7543f2ca9e48d4553584300362014c6f331ab16c9b5e3b3c0e4184e22a6d517c,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_101/M12_Hex_Nut/USB_Male.json,0.2922779999789782,B,0.014429720018195235,0.5963892406337773,0.3880778804178937,-4.238465309143066,-0.5168617367744446,-0.9465492367744446,0.0011031589301337963,hex_nut,USB_Male,,,,,,
baseline,qwen3.5:4b,state_101,M16_Hex_Nut,M16 hex nut,USB_Male,False,False,True,../vlm_four_scene_20260925/input_crops/state_101/USB_Male.png,7543f2ca9e48d4553584300362014c6f331ab16c9b5e3b3c0e4184e22a6d517c,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_101/M16_Hex_Nut/USB_Male.json,0.2263571000075899,C,0.018978306714207444,0.41545614721783986,0.5643799949478464,-3.964458703994751,-0.8783782124519348,-0.5720275044441223,0.0011855511201063207,hex_nut,USB_Male,,,,,,
baseline,qwen3.5:4b,state_101,RGOCG16-50_16mm,16 mm round pin,USB_Male,False,False,True,../vlm_four_scene_20260925/input_crops/state_101/USB_Male.png,7543f2ca9e48d4553584300362014c6f331ab16c9b5e3b3c0e4184e22a6d517c,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_101/RGOCG16-50_16mm/USB_Male.json,0.29709579999325797,C,0.17663595895904619,0.3408594271375219,0.48079609213187946,-1.7336643934249878,-1.0762851238250732,-0.732312023639679,0.0017085217715524514,round_pin,USB_Male,,,,,,
baseline,qwen3.5:4b,state_101,RGOCG12-50_12mm,12 mm round pin,USB_Male,False,False,True,../vlm_four_scene_20260925/input_crops/state_101/USB_Male.png,7543f2ca9e48d4553584300362014c6f331ab16c9b5e3b3c0e4184e22a6d517c,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_101/RGOCG12-50_12mm/USB_Male.json,0.29705160000594333,B,0.1245355605853721,0.5069745837248759,0.36743073117033204,-2.0831639766693115,-0.6792944073677063,-1.001220464706421,0.0010591245194200294,round_pin,USB_Male,,,,,,
baseline,qwen3.5:4b,state_101,RGOCG8-50_8mm,8 mm round pin,USB_Male,False,False,True,../vlm_four_scene_20260925/input_crops/state_101/USB_Male.png,7543f2ca9e48d4553584300362014c6f331ab16c9b5e3b3c0e4184e22a6d517c,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_101/RGOCG8-50_8mm/USB_Male.json,0.2992340999771841,B,0.09868059604349706,0.4918658275942712,0.4086111379118096,-2.3158669471740723,-0.7095493078231812,-0.8949913382530212,0.0008424384504220894,round_pin,USB_Male,,,,,,
baseline,qwen3.5:4b,state_101,USB_Male,USB connector + cable,USB_Male,True,True,True,../vlm_four_scene_20260925/input_crops/state_101/USB_Male.png,7543f2ca9e48d4553584300362014c6f331ab16c9b5e3b3c0e4184e22a6d517c,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_101/USB_Male/USB_Male.json,0.32262019999325275,A,0.9069645979948108,0.057117013015585916,0.0352193896929818,-0.09765186160802841,-2.8626532554626465,-3.346158504486084,0.0006989992966215386,USB_Male,USB_Male,,,,,,
baseline,qwen3.5:4b,state_101,DSUB_Male,DSUB connector,USB_Male,False,False,True,../vlm_four_scene_20260925/input_crops/state_101/USB_Male.png,7543f2ca9e48d4553584300362014c6f331ab16c9b5e3b3c0e4184e22a6d517c,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_101/DSUB_Male/USB_Male.json,0.32367279997561127,A,0.7925171886722632,0.10892337410266033,0.0946999924090709,-0.23254108428955078,-2.2171106338500977,-2.357041358947754,0.0038594448160056416,DSUB_Male,USB_Male,,,,,,
baseline,qwen3.5:4b,state_101,Gear_Large,Large gear,DSUB_Male,False,False,False,../vlm_four_scene_20260925/input_crops/state_101/DSUB_Male.png,4b33b962ebb9c6ee75c0ce865988e91fcba2f1bdbb964dd35e709db436634a24,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_101/Gear_Large/DSUB_Male.json,0.37796190002700314,C,0.049919251601932564,0.24606150411943034,0.7013759679990074,-2.9973485469818115,-1.4021737575531006,-0.3547112047672272,0.0026432762796297915,gear,DSUB_Male,,,,,,
baseline,qwen3.5:4b,state_101,Gear_Medium,Medium gear,DSUB_Male,False,False,False,../vlm_four_scene_20260925/input_crops/state_101/DSUB_Male.png,4b33b962ebb9c6ee75c0ce865988e91fcba2f1bdbb964dd35e709db436634a24,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_101/Gear_Medium/DSUB_Male.json,0.2695446999859996,C,0.06421408170854684,0.18228628936556707,0.7513063560200229,-2.745532751083374,-1.702176809310913,-0.2859417796134949,0.0021932729058631306,gear,DSUB_Male,,,,,,
baseline,qwen3.5:4b,state_101,Gear_Small,Small gear,DSUB_Male,False,False,False,../vlm_four_scene_20260925/input_crops/state_101/DSUB_Male.png,4b33b962ebb9c6ee75c0ce865988e91fcba2f1bdbb964dd35e709db436634a24,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_101/Gear_Small/DSUB_Male.json,0.2841269000200555,C,0.05166332079237618,0.22723254387935451,0.7188111627328846,-2.9630072116851807,-1.4817813634872437,-0.3301565945148468,0.0022929725953847457,gear,DSUB_Male,,,,,,
baseline,qwen3.5:4b,state_101,Waterproof_Male,Waterproof connector,DSUB_Male,False,False,False,../vlm_four_scene_20260925/input_crops/state_101/DSUB_Male.png,4b33b962ebb9c6ee75c0ce865988e91fcba2f1bdbb964dd35e709db436634a24,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_101/Waterproof_Male/DSUB_Male.json,0.3019543999689631,A,0.7316230640955116,0.15273039886733297,0.11419946960907298,-0.3124898374080658,-1.8790810108184814,-2.1698086261749268,0.001447067428082427,Waterproof_Male,DSUB_Male,,,,,,
baseline,qwen3.5:4b,state_101,M12_Hex_Nut,M12 hex nut,DSUB_Male,False,False,False,../vlm_four_scene_20260925/input_crops/state_101/DSUB_Male.png,4b33b962ebb9c6ee75c0ce865988e91fcba2f1bdbb964dd35e709db436634a24,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_101/M12_Hex_Nut/DSUB_Male.json,0.29732319997856393,C,0.07344841463790291,0.2109601672410082,0.7123499518282699,-2.6111719608306885,-1.5560859441757202,-0.3391859829425812,0.003241466292819073,hex_nut,DSUB_Male,,,,,,
baseline,qwen3.5:4b,state_101,M16_Hex_Nut,M16 hex nut,DSUB_Male,False,False,False,../vlm_four_scene_20260925/input_crops/state_101/DSUB_Male.png,4b33b962ebb9c6ee75c0ce865988e91fcba2f1bdbb964dd35e709db436634a24,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_101/M16_Hex_Nut/DSUB_Male.json,0.2993972999975085,C,0.1146552355299007,0.2271713598061315,0.6547219837745711,-2.165825605392456,-1.4820506572723389,-0.42354458570480347,0.0034514208893966503,hex_nut,DSUB_Male,,,,,,
baseline,qwen3.5:4b,state_101,RGOCG16-50_16mm,16 mm round pin,DSUB_Male,False,False,False,../vlm_four_scene_20260925/input_crops/state_101/DSUB_Male.png,4b33b962ebb9c6ee75c0ce865988e91fcba2f1bdbb964dd35e709db436634a24,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_101/RGOCG16-50_16mm/DSUB_Male.json,0.2952748000388965,C,0.30439787706243576,0.23298387437757717,0.4599870925899794,-1.1894196271896362,-1.456786036491394,-0.7765568494796753,0.002631155970007626,round_pin,DSUB_Male,,,,,,
baseline,qwen3.5:4b,state_101,RGOCG12-50_12mm,12 mm round pin,DSUB_Male,False,False,False,../vlm_four_scene_20260925/input_crops/state_101/DSUB_Male.png,4b33b962ebb9c6ee75c0ce865988e91fcba2f1bdbb964dd35e709db436634a24,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_101/RGOCG12-50_12mm/DSUB_Male.json,0.3004547000164166,C,0.29581287969448994,0.24256630492625406,0.45847690609452574,-1.21802818775177,-1.4164801836013794,-0.7798453569412231,0.003143909284730295,round_pin,DSUB_Male,,,,,,
baseline,qwen3.5:4b,state_101,RGOCG8-50_8mm,8 mm round pin,DSUB_Male,False,False,False,../vlm_four_scene_20260925/input_crops/state_101/DSUB_Male.png,4b33b962ebb9c6ee75c0ce865988e91fcba2f1bdbb964dd35e709db436634a24,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_101/RGOCG8-50_8mm/DSUB_Male.json,0.3062282000319101,C,0.23483215625251497,0.22581477196919503,0.5367626700670508,-1.4488842487335205,-1.4880402088165283,-0.6221992373466492,0.002590401711239254,round_pin,DSUB_Male,,,,,,
baseline,qwen3.5:4b,state_101,USB_Male,USB connector + cable,DSUB_Male,False,False,False,../vlm_four_scene_20260925/input_crops/state_101/DSUB_Male.png,4b33b962ebb9c6ee75c0ce865988e91fcba2f1bdbb964dd35e709db436634a24,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_101/USB_Male/DSUB_Male.json,0.31006109999725595,C,0.29186997638944784,0.16728108485527052,0.5371537096098151,-1.2314468622207642,-1.7880797386169434,-0.6214709877967834,0.0036952291454664943,USB_Male,DSUB_Male,,,,,,
baseline,qwen3.5:4b,state_101,DSUB_Male,DSUB connector,DSUB_Male,True,True,False,../vlm_four_scene_20260925/input_crops/state_101/DSUB_Male.png,4b33b962ebb9c6ee75c0ce865988e91fcba2f1bdbb964dd35e709db436634a24,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_101/DSUB_Male/DSUB_Male.json,0.31912639999063686,A,0.7251843899942628,0.13782983038168548,0.1330154018907818,-0.3213293254375458,-1.9817354679107666,-2.0172903537750244,0.003970377733269914,DSUB_Male,DSUB_Male,,,,,,
baseline,qwen3.5:4b,state_202,Gear_Large,Large gear,Gear_Large,True,True,False,../vlm_four_scene_20260925/input_crops/state_202/Gear_Large.png,5d23b69c2449fff305773def219e59a9d80d68f1142de6cae6476b6dda8231cf,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_202/Gear_Large/Gear_Large.json,0.38584020000416785,A,0.6775711105383179,0.13424822774206963,0.187206441041413,-0.3892407715320587,-2.0080647468566895,-1.6755433082580566,0.0009742206781994112,gear,gear,,,,,,
baseline,qwen3.5:4b,state_202,Gear_Medium,Medium gear,Gear_Large,False,True,False,../vlm_four_scene_20260925/input_crops/state_202/Gear_Large.png,5d23b69c2449fff305773def219e59a9d80d68f1142de6cae6476b6dda8231cf,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_202/Gear_Medium/Gear_Large.json,0.26914989994838834,A,0.6895347216996923,0.13749957735615043,0.17157101497689378,-0.3717382252216339,-1.9841344356536865,-1.7627580165863037,0.0013946859672634426,gear,gear,,,,,,
baseline,qwen3.5:4b,state_202,Gear_Small,Small gear,Gear_Large,False,True,False,../vlm_four_scene_20260925/input_crops/state_202/Gear_Large.png,5d23b69c2449fff305773def219e59a9d80d68f1142de6cae6476b6dda8231cf,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_202/Gear_Small/Gear_Large.json,0.2982851999695413,A,0.6605804022050445,0.17826818510924056,0.15987783382298518,-0.41463643312454224,-1.7244662046432495,-1.8333452939987183,0.0012735788627297184,gear,gear,,,,,,
baseline,qwen3.5:4b,state_202,Waterproof_Male,Waterproof connector,Gear_Large,False,False,False,../vlm_four_scene_20260925/input_crops/state_202/Gear_Large.png,5d23b69c2449fff305773def219e59a9d80d68f1142de6cae6476b6dda8231cf,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_202/Waterproof_Male/Gear_Large.json,0.29686390003189445,B,0.08484546689256685,0.45940043376484774,0.4552397400857907,-2.466923713684082,-0.7778330445289612,-0.7869310975074768,0.0005143592567946609,Waterproof_Male,gear,,,,,,
baseline,qwen3.5:4b,state_202,M12_Hex_Nut,M12 hex nut,Gear_Large,False,False,False,../vlm_four_scene_20260925/input_crops/state_202/Gear_Large.png,5d23b69c2449fff305773def219e59a9d80d68f1142de6cae6476b6dda8231cf,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_202/M12_Hex_Nut/Gear_Large.json,0.2756282999762334,C,0.07696061591137572,0.35083998885625833,0.5712078708532251,-2.5644614696502686,-1.0474250316619873,-0.5600020885467529,0.0009915243791408512,hex_nut,gear,,,,,,
baseline,qwen3.5:4b,state_202,M16_Hex_Nut,M16 hex nut,Gear_Large,False,False,False,../vlm_four_scene_20260925/input_crops/state_202/Gear_Large.png,5d23b69c2449fff305773def219e59a9d80d68f1142de6cae6476b6dda8231cf,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_202/M16_Hex_Nut/Gear_Large.json,0.2963692999910563,C,0.08359708118266183,0.25743578388410604,0.6578330461567924,-2.4817466735839844,-1.3569849729537964,-0.4188041090965271,0.0011340887764397234,hex_nut,gear,,,,,,
baseline,qwen3.5:4b,state_202,RGOCG16-50_16mm,16 mm round pin,Gear_Large,False,False,False,../vlm_four_scene_20260925/input_crops/state_202/Gear_Large.png,5d23b69c2449fff305773def219e59a9d80d68f1142de6cae6476b6dda8231cf,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_202/RGOCG16-50_16mm/Gear_Large.json,0.2997882000054233,C,0.17081572204971204,0.2978712234950021,0.5306707076132716,-1.7671699523925781,-1.2110940217971802,-0.6336135864257812,0.000642346842014252,round_pin,gear,,,,,,
baseline,qwen3.5:4b,state_202,RGOCG12-50_12mm,12 mm round pin,Gear_Large,False,False,False,../vlm_four_scene_20260925/input_crops/state_202/Gear_Large.png,5d23b69c2449fff305773def219e59a9d80d68f1142de6cae6476b6dda8231cf,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_202/RGOCG12-50_12mm/Gear_Large.json,0.3164511999930255,C,0.16505516544941456,0.31269799438622126,0.5212669372326566,-1.8014755249023438,-1.1625174283981323,-0.6514930129051208,0.000979902931707577,round_pin,gear,,,,,,
baseline,qwen3.5:4b,state_202,RGOCG8-50_8mm,8 mm round pin,Gear_Large,False,False,False,../vlm_four_scene_20260925/input_crops/state_202/Gear_Large.png,5d23b69c2449fff305773def219e59a9d80d68f1142de6cae6476b6dda8231cf,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_202/RGOCG8-50_8mm/Gear_Large.json,0.31710790004581213,C,0.16505207632920785,0.23516330866012253,0.5985345822242516,-1.8014942407608032,-1.4474750757217407,-0.5132709741592407,0.0012500327864179983,round_pin,gear,,,,,,
baseline,qwen3.5:4b,state_202,USB_Male,USB connector + cable,Gear_Large,False,False,False,../vlm_four_scene_20260925/input_crops/state_202/Gear_Large.png,5d23b69c2449fff305773def219e59a9d80d68f1142de6cae6476b6dda8231cf,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_202/USB_Male/Gear_Large.json,0.3104174999753013,C,0.030553653856840723,0.3037383496231704,0.6640382978577272,-3.4882709980010986,-1.1915886402130127,-0.40941545367240906,0.0016696986622617427,USB_Male,gear,,,,,,
baseline,qwen3.5:4b,state_202,DSUB_Male,DSUB connector,Gear_Large,False,False,False,../vlm_four_scene_20260925/input_crops/state_202/Gear_Large.png,5d23b69c2449fff305773def219e59a9d80d68f1142de6cae6476b6dda8231cf,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_202/DSUB_Male/Gear_Large.json,0.32806849997723475,C,0.10242921665327837,0.2695774634241356,0.626896376966009,-2.278583288192749,-1.3108994960784912,-0.46697402000427246,0.0010969429565770294,DSUB_Male,gear,,,,,,
baseline,qwen3.5:4b,state_202,Gear_Large,Large gear,Gear_Medium,False,True,False,../vlm_four_scene_20260925/input_crops/state_202/Gear_Medium.png,108195e8929e844a87a358e143fc8be89d43ee37e14f292c33dbb8ab3199825e,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_202/Gear_Large/Gear_Medium.json,0.36576990003231913,A,0.8026625525058094,0.10493696054079178,0.09179760690975451,-0.21982088685035706,-2.2543954849243164,-2.388169050216675,0.0006028800436442827,gear,gear,,,,,,
baseline,qwen3.5:4b,state_202,Gear_Medium,Medium gear,Gear_Medium,True,True,False,../vlm_four_scene_20260925/input_crops/state_202/Gear_Medium.png,108195e8929e844a87a358e143fc8be89d43ee37e14f292c33dbb8ab3199825e,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_202/Gear_Medium/Gear_Medium.json,0.2621501999674365,A,0.8012583872519058,0.09269118849411158,0.10544376279371842,-0.22157180309295654,-2.378481864929199,-2.249577522277832,0.000606661460264224,gear,gear,,,,,,
baseline,qwen3.5:4b,state_202,Gear_Small,Small gear,Gear_Medium,False,True,False,../vlm_four_scene_20260925/input_crops/state_202/Gear_Medium.png,108195e8929e844a87a358e143fc8be89d43ee37e14f292c33dbb8ab3199825e,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_202/Gear_Small/Gear_Medium.json,0.2769470000057481,A,0.7943680887542294,0.10262621491742648,0.10222630820380635,-0.23020833730697632,-2.2766618728637695,-2.2805662155151367,0.0007793881245377055,gear,gear,,,,,,
baseline,qwen3.5:4b,state_202,Waterproof_Male,Waterproof connector,Gear_Medium,False,False,False,../vlm_four_scene_20260925/input_crops/state_202/Gear_Medium.png,108195e8929e844a87a358e143fc8be89d43ee37e14f292c33dbb8ab3199825e,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_202/Waterproof_Male/Gear_Medium.json,0.3136782000074163,C,0.04094779893955259,0.42854550695614624,0.5300608754839411,-3.1954572200775146,-0.8473583459854126,-0.6347634196281433,0.00044581862036008335,Waterproof_Male,gear,,,,,,
baseline,qwen3.5:4b,state_202,M12_Hex_Nut,M12 hex nut,Gear_Medium,False,False,False,../vlm_four_scene_20260925/input_crops/state_202/Gear_Medium.png,108195e8929e844a87a358e143fc8be89d43ee37e14f292c33dbb8ab3199825e,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_202/M12_Hex_Nut/Gear_Medium.json,0.3043483999790624,C,0.066029950975461,0.3070837959059645,0.6259372739145826,-2.717646837234497,-1.180634617805481,-0.4685051143169403,0.0009489792039918399,hex_nut,gear,,,,,,
baseline,qwen3.5:4b,state_202,M16_Hex_Nut,M16 hex nut,Gear_Medium,False,False,False,../vlm_four_scene_20260925/input_crops/state_202/Gear_Medium.png,108195e8929e844a87a358e143fc8be89d43ee37e14f292c33dbb8ab3199825e,../vlm_four_scene_20260925/raw/qwen3.5-4b/state_202/M16_Hex_Nut/Gear_Medium.json,0.30580939998617396,C,0.05386762947582858,0.26268072615482124,0.6828850002943917,-2.9212255477905273,-1.3368159532546997,-0.3814288079738617,0.0005666440749585444,hex_nut,gear,,,,,,
