case,model,state,target,target_family,posthoc_identity,observed_family,same_family,own_object_match,assisted_fallback,baseline_answer,baseline_response_file,baseline_p_A,baseline_p_A_lower,baseline_p_A_upper,baseline_p_C,baseline_p_C_lower,baseline_p_C_upper,ablation_answer,ablation_response_file,ablation_p_A,ablation_p_A_lower,ablation_p_A_upper,ablation_p_C,ablation_p_C_lower,ablation_p_C_upper,p_A_change_lower,p_A_change_upper
Gear <- hex nut,qwen3.5:9b,original,Gear_Medium,gear,M12_Hex_Nut,hex_nut,False,False,False,A,../vlm_four_scene_20260925/raw/qwen3.5-9b/original/Gear_Medium/M12_Hex_Nut.json,0.9741350416057112,0.9741350416057112,0.9741350416057112,0.019660116912834532,0.019660116912834532,0.019660116912834532,A,qwen3.5-9b/responses/original/Gear_Medium/M12_Hex_Nut.json,0.637896231049225,0.637896231049225,0.637896231049225,0.26905845088380664,0.26905845088380664,0.26905845088380664,-0.3362388105564862,-0.3362388105564862
Gear <- hex nut,qwen3.5:9b,original,Gear_Small,gear,M12_Hex_Nut,hex_nut,False,False,False,A,../vlm_four_scene_20260925/raw/qwen3.5-9b/original/Gear_Small/M12_Hex_Nut.json,0.9728611118240856,0.9728611118240856,0.9728611118240856,0.021003900446552176,0.021003900446552176,0.021003900446552176,A,qwen3.5-9b/responses/original/Gear_Small/M12_Hex_Nut.json,0.637896231049225,0.637896231049225,0.637896231049225,0.26905845088380664,0.26905845088380664,0.26905845088380664,-0.33496488077486064,-0.33496488077486064
Gear <- hex nut,qwen3.5:9b,original,Gear_Large,gear,M16_Hex_Nut,hex_nut,False,False,False,A,../vlm_four_scene_20260925/raw/qwen3.5-9b/original/Gear_Large/M16_Hex_Nut.json,0.9662387959419055,0.9662387959419055,0.9662387959419055,0.026467281979271347,0.026467281979271347,0.026467281979271347,A,qwen3.5-9b/responses/original/Gear_Large/M16_Hex_Nut.json,0.5418456945529572,0.5418456945529572,0.5418456945529572,0.3134837996456254,0.3134837996456254,0.3134837996456254,-0.42439310138894837,-0.42439310138894837
Gear <- hex nut,qwen3.5:9b,original,Gear_Medium,gear,M16_Hex_Nut,hex_nut,False,False,False,A,../vlm_four_scene_20260925/raw/qwen3.5-9b/original/Gear_Medium/M16_Hex_Nut.json,0.9377691722943562,0.9377691722943562,0.9377691722943562,0.04956958485299793,0.04956958485299793,0.04956958485299793,A,qwen3.5-9b/responses/original/Gear_Medium/M16_Hex_Nut.json,0.5418456945529572,0.5418456945529572,0.5418456945529572,0.3134837996456254,0.3134837996456254,0.3134837996456254,-0.395923477741399,-0.395923477741399
Gear <- hex nut,qwen3.5:9b,original,Gear_Small,gear,M16_Hex_Nut,hex_nut,False,False,False,A,../vlm_four_scene_20260925/raw/qwen3.5-9b/original/Gear_Small/M16_Hex_Nut.json,0.9548695093496103,0.9548695093496103,0.9548695093496103,0.03389690385184633,0.03389690385184633,0.03389690385184633,A,qwen3.5-9b/responses/original/Gear_Small/M16_Hex_Nut.json,0.5418456945529572,0.5418456945529572,0.5418456945529572,0.3134837996456254,0.3134837996456254,0.3134837996456254,-0.4130238147966532,-0.4130238147966532
Gear <- hex nut,qwen3.5:9b,state_101,Gear_Large,gear,M12_Hex_Nut,hex_nut,False,False,False,A,../vlm_four_scene_20260925/raw/qwen3.5-9b/state_101/Gear_Large/M12_Hex_Nut.json,0.9642671933792201,0.9642671933792201,0.9642671933792201,0.02648375065198564,0.02648375065198564,0.02648375065198564,A,qwen3.5-9b/responses/state_101/Gear_Large/M12_Hex_Nut.json,0.7081752931304853,0.7081752931304853,0.7081752931304853,0.21382442691723927,0.21382442691723927,0.21382442691723927,-0.25609190024873474,-0.25609190024873474
Gear <- hex nut,qwen3.5:9b,state_101,Gear_Medium,gear,M12_Hex_Nut,hex_nut,False,False,False,A,../vlm_four_scene_20260925/raw/qwen3.5-9b/state_101/Gear_Medium/M12_Hex_Nut.json,0.962129531558148,0.962129531558148,0.962129531558148,0.02887683955865155,0.02887683955865155,0.02887683955865155,A,qwen3.5-9b/responses/state_101/Gear_Medium/M12_Hex_Nut.json,0.7081752931304853,0.7081752931304853,0.7081752931304853,0.21382442691723927,0.21382442691723927,0.21382442691723927,-0.2539542384276626,-0.2539542384276626
Gear <- hex nut,qwen3.5:9b,state_101,Gear_Small,gear,M12_Hex_Nut,hex_nut,False,False,False,A,../vlm_four_scene_20260925/raw/qwen3.5-9b/state_101/Gear_Small/M12_Hex_Nut.json,0.9656680806826675,0.9656680806826675,0.9656680806826675,0.0260391708107552,0.0260391708107552,0.0260391708107552,A,qwen3.5-9b/responses/state_101/Gear_Small/M12_Hex_Nut.json,0.7081752931304853,0.7081752931304853,0.7081752931304853,0.21382442691723927,0.21382442691723927,0.21382442691723927,-0.2574927875521822,-0.2574927875521822
Gear <- hex nut,qwen3.5:9b,state_101,Gear_Large,gear,M16_Hex_Nut,hex_nut,False,False,False,A,../vlm_four_scene_20260925/raw/qwen3.5-9b/state_101/Gear_Large/M16_Hex_Nut.json,0.9719576839269878,0.9719576839269878,0.9719576839269878,0.020867847573508125,0.020867847573508125,0.020867847573508125,A,qwen3.5-9b/responses/state_101/Gear_Large/M16_Hex_Nut.json,0.7962576130052365,0.7962576130052365,0.7962576130052365,0.16939144929209993,0.16939144929209993,0.16939144929209993,-0.17570007092175133,-0.17570007092175133
Gear <- hex nut,qwen3.5:9b,state_101,Gear_Medium,gear,M16_Hex_Nut,hex_nut,False,False,False,A,../vlm_four_scene_20260925/raw/qwen3.5-9b/state_101/Gear_Medium/M16_Hex_Nut.json,0.9781398764312801,0.9781398764312801,0.9781398764312801,0.017845994726042067,0.017845994726042067,0.017845994726042067,A,qwen3.5-9b/responses/state_101/Gear_Medium/M16_Hex_Nut.json,0.7962576130052365,0.7962576130052365,0.7962576130052365,0.16939144929209993,0.16939144929209993,0.16939144929209993,-0.18188226342604363,-0.18188226342604363
Gear <- hex nut,qwen3.5:9b,state_101,Gear_Small,gear,M16_Hex_Nut,hex_nut,False,False,False,A,../vlm_four_scene_20260925/raw/qwen3.5-9b/state_101/Gear_Small/M16_Hex_Nut.json,0.9758795506445681,0.9758795506445681,0.9758795506445681,0.019124638315610776,0.019124638315610776,0.019124638315610776,A,qwen3.5-9b/responses/state_101/Gear_Small/M16_Hex_Nut.json,0.7962576130052365,0.7962576130052365,0.7962576130052365,0.16939144929209993,0.16939144929209993,0.16939144929209993,-0.17962193763933165,-0.17962193763933165
Gear <- hex nut,qwen3.5:9b,state_202,Gear_Large,gear,M12_Hex_Nut,hex_nut,False,False,False,A,../vlm_four_scene_20260925/raw/qwen3.5-9b/state_202/Gear_Large/M12_Hex_Nut.json,0.9077998404385059,0.9077998404385059,0.9077998404385059,0.05190144775402321,0.05190144775402321,0.05190144775402321,C,qwen3.5-9b/responses/state_202/Gear_Large/M12_Hex_Nut.json,0.15199885604796237,0.15199885604796237,0.15199885604796237,0.6540137022763014,0.6540137022763014,0.6540137022763014,-0.7558009843905436,-0.7558009843905436
Gear <- hex nut,qwen3.5:9b,state_202,Gear_Medium,gear,M12_Hex_Nut,hex_nut,False,False,False,A,../vlm_four_scene_20260925/raw/qwen3.5-9b/state_202/Gear_Medium/M12_Hex_Nut.json,0.9203715915199656,0.9203715915199656,0.9203715915199656,0.05313751248072948,0.05313751248072948,0.05313751248072948,C,qwen3.5-9b/responses/state_202/Gear_Medium/M12_Hex_Nut.json,0.15199885604796237,0.15199885604796237,0.15199885604796237,0.6540137022763014,0.6540137022763014,0.6540137022763014,-0.7683727354720032,-0.7683727354720032
Gear <- hex nut,qwen3.5:9b,state_202,Gear_Small,gear,M12_Hex_Nut,hex_nut,False,False,False,A,../vlm_four_scene_20260925/raw/qwen3.5-9b/state_202/Gear_Small/M12_Hex_Nut.json,0.904080925111467,0.904080925111467,0.904080925111467,0.06185952887565609,0.06185952887565609,0.06185952887565609,C,qwen3.5-9b/responses/state_202/Gear_Small/M12_Hex_Nut.json,0.15199885604796237,0.15199885604796237,0.15199885604796237,0.6540137022763014,0.6540137022763014,0.6540137022763014,-0.7520820690635046,-0.7520820690635046
Gear <- hex nut,qwen3.5:9b,state_202,Gear_Large,gear,M16_Hex_Nut,hex_nut,False,False,False,A,../vlm_four_scene_20260925/raw/qwen3.5-9b/state_202/Gear_Large/M16_Hex_Nut.json,0.961051284859865,0.961051284859865,0.961051284859865,0.024482185663049095,0.024482185663049095,0.024482185663049095,B,qwen3.5-9b/responses/state_202/Gear_Large/M16_Hex_Nut.json,0.07157578826014996,0.07157578826014996,0.07157578826014996,0.3261447366693365,0.3261447366693365,0.3261447366693365,-0.889475496599715,-0.889475496599715
Gear <- hex nut,qwen3.5:9b,state_202,Gear_Medium,gear,M16_Hex_Nut,hex_nut,False,False,False,A,../vlm_four_scene_20260925/raw/qwen3.5-9b/state_202/Gear_Medium/M16_Hex_Nut.json,0.957136214342626,0.957136214342626,0.957136214342626,0.02467108414429881,0.02467108414429881,0.02467108414429881,B,qwen3.5-9b/responses/state_202/Gear_Medium/M16_Hex_Nut.json,0.07157578826014996,0.07157578826014996,0.07157578826014996,0.3261447366693365,0.3261447366693365,0.3261447366693365,-0.885560426082476,-0.885560426082476
Gear <- hex nut,qwen3.5:9b,state_202,Gear_Small,gear,M16_Hex_Nut,hex_nut,False,False,False,A,../vlm_four_scene_20260925/raw/qwen3.5-9b/state_202/Gear_Small/M16_Hex_Nut.json,0.9453193545133319,0.9453193545133319,0.9453193545133319,0.0341806761957625,0.0341806761957625,0.0341806761957625,B,qwen3.5-9b/responses/state_202/Gear_Small/M16_Hex_Nut.json,0.07157578826014996,0.07157578826014996,0.07157578826014996,0.3261447366693365,0.3261447366693365,0.3261447366693365,-0.873743566253182,-0.873743566253182
Gear <- hex nut,qwen3.5:9b,state_303,Gear_Large,gear,M12_Hex_Nut,hex_nut,False,False,False,A,../vlm_four_scene_20260925/raw/qwen3.5-9b/state_303/Gear_Large/M12_Hex_Nut.json,0.9775283937483789,0.9775283937483789,0.9775283937483789,0.016947082109046177,0.016947082109046177,0.016947082109046177,A,qwen3.5-9b/responses/state_303/Gear_Large/M12_Hex_Nut.json,0.9352989204445218,0.9352989204445218,0.9352989204445218,0.048434157433660516,0.048434157433660516,0.048434157433660516,-0.04222947330385707,-0.04222947330385707
Gear <- hex nut,qwen3.5:9b,state_303,Gear_Medium,gear,M12_Hex_Nut,hex_nut,False,False,False,A,../vlm_four_scene_20260925/raw/qwen3.5-9b/state_303/Gear_Medium/M12_Hex_Nut.json,0.9696189764571796,0.9696189764571796,0.9696189764571796,0.020912752967756004,0.020912752967756004,0.020912752967756004,A,qwen3.5-9b/responses/state_303/Gear_Medium/M12_Hex_Nut.json,0.9352989204445218,0.9352989204445218,0.9352989204445218,0.048434157433660516,0.048434157433660516,0.048434157433660516,-0.03432005601265786,-0.03432005601265786
Gear <- hex nut,qwen3.5:9b,state_303,Gear_Small,gear,M12_Hex_Nut,hex_nut,False,False,False,A,../vlm_four_scene_20260925/raw/qwen3.5-9b/state_303/Gear_Small/M12_Hex_Nut.json,0.9669231161357305,0.9669231161357305,0.9669231161357305,0.022739027191727032,0.022739027191727032,0.022739027191727032,A,qwen3.5-9b/responses/state_303/Gear_Small/M12_Hex_Nut.json,0.9352989204445218,0.9352989204445218,0.9352989204445218,0.048434157433660516,0.048434157433660516,0.048434157433660516,-0.03162419569120867,-0.03162419569120867
Gear <- hex nut,qwen3.5:9b,state_303,Gear_Large,gear,M16_Hex_Nut,hex_nut,False,False,False,A,../vlm_four_scene_20260925/raw/qwen3.5-9b/state_303/Gear_Large/M16_Hex_Nut.json,0.9768097997690707,0.9768097997690707,0.9768097997690707,0.015198004412862726,0.015198004412862726,0.015198004412862726,C,qwen3.5-9b/responses/state_303/Gear_Large/M16_Hex_Nut.json,0.2357945470586571,0.2357945470586571,0.2357945470586571,0.5445297991234612,0.5445297991234612,0.5445297991234612,-0.7410152527104136,-0.7410152527104136
Gear <- hex nut,qwen3.5:9b,state_303,Gear_Medium,gear,M16_Hex_Nut,hex_nut,False,False,False,A,../vlm_four_scene_20260925/raw/qwen3.5-9b/state_303/Gear_Medium/M16_Hex_Nut.json,0.975171566752523,0.975171566752523,0.975171566752523,0.017006516777684742,0.017006516777684742,0.017006516777684742,C,qwen3.5-9b/responses/state_303/Gear_Medium/M16_Hex_Nut.json,0.2357945470586571,0.2357945470586571,0.2357945470586571,0.5445297991234612,0.5445297991234612,0.5445297991234612,-0.7393770196938659,-0.7393770196938659
Gear <- hex nut,qwen3.5:9b,state_303,Gear_Small,gear,M16_Hex_Nut,hex_nut,False,False,False,A,../vlm_four_scene_20260925/raw/qwen3.5-9b/state_303/Gear_Small/M16_Hex_Nut.json,0.9823566667238991,0.9823566667238991,0.9823566667238991,0.01161675844386453,0.01161675844386453,0.01161675844386453,C,qwen3.5-9b/responses/state_303/Gear_Small/M16_Hex_Nut.json,0.2357945470586571,0.2357945470586571,0.2357945470586571,0.5445297991234612,0.5445297991234612,0.5445297991234612,-0.746562119665242,-0.746562119665242
Gear <- hex nut,gemma4:12b,original,Gear_Large,gear,M12_Hex_Nut,hex_nut,False,False,False,A,../vlm_four_scene_20260925/raw/gemma4-12b/original/Gear_Large/M12_Hex_Nut.json,0.9999728202821028,0.9999728202821028,0.9999728202821028,3.3247509830469635e-08,3.3247509830469635e-08,3.3247509830469635e-08,B,gemma4-12b/responses/original/Gear_Large/M12_Hex_Nut.json,0.06494224238470976,0.06494224238470976,0.06494224238470976,0.057857084623032844,0.057857084623032844,0.057857084623032844,-0.935030577897393,-0.935030577897393
Gear <- hex nut,gemma4:12b,original,Gear_Medium,gear,M12_Hex_Nut,hex_nut,False,False,False,A,../vlm_four_scene_20260925/raw/gemma4-12b/original/Gear_Medium/M12_Hex_Nut.json,0.9999536275847567,0.9999536275847567,0.9999536275847567,1.9288114125364735e-08,1.9288114125364735e-08,1.9288114125364735e-08,B,gemma4-12b/responses/original/Gear_Medium/M12_Hex_Nut.json,0.054563777159737245,0.054563777159737245,0.054563777159737245,0.048273013703133416,0.048273013703133416,0.048273013703133416,-0.9453898504250194,-0.9453898504250194
Gear <- hex nut,gemma4:12b,original,Gear_Small,gear,M12_Hex_Nut,hex_nut,False,False,False,A,../vlm_four_scene_20260925/raw/gemma4-12b/original/Gear_Small/M12_Hex_Nut.json,0.9999718666068776,0.9999718666068776,0.9999718666068776,4.9127356792866164e-08,4.9127356792866164e-08,4.9127356792866164e-08,B,gemma4-12b/responses/original/Gear_Small/M12_Hex_Nut.json,0.054563777159737245,0.054563777159737245,0.054563777159737245,0.048273013703133416,0.048273013703133416,0.048273013703133416,-0.9454080894471404,-0.9454080894471404
Gear <- hex nut,gemma4:12b,original,Gear_Large,gear,M16_Hex_Nut,hex_nut,False,False,False,A,../vlm_four_scene_20260925/raw/gemma4-12b/original/Gear_Large/M16_Hex_Nut.json,0.9999716281895776,0.9999716281895776,0.9999716281895776,3.31711829932912e-08,3.31711829932912e-08,3.31711829932912e-08,B,gemma4-12b/responses/original/Gear_Large/M16_Hex_Nut.json,0.00014088829430850217,0.00014088829430850217,0.00014088829430850217,0.007342367275519372,0.007342367275519372,0.007342367275519372,-0.9998307398952692,-0.9998307398952692
Gear <- hex nut,gemma4:12b,original,Gear_Medium,gear,M16_Hex_Nut,hex_nut,False,False,False,A,../vlm_four_scene_20260925/raw/gemma4-12b/original/Gear_Medium/M16_Hex_Nut.json,0.9998673200595832,0.9998673200595832,0.9998673200595832,3.66748772957331e-08,3.66748772957331e-08,3.66748772957331e-08,B,gemma4-12b/responses/original/Gear_Medium/M16_Hex_Nut.json,8.571400526385643e-05,8.571400526385643e-05,8.571400526385643e-05,0.00753489564302835,0.00753489564302835,0.00753489564302835,-0.9997816060543194,-0.9997816060543194
Gear <- hex nut,gemma4:12b,original,Gear_Small,gear,M16_Hex_Nut,hex_nut,False,False,False,A,../vlm_four_scene_20260925/raw/gemma4-12b/original/Gear_Small/M16_Hex_Nut.json,0.9996071457903584,0.9996071457903584,0.9996071457903584,6.334397441964545e-08,6.334397441964545e-08,6.334397441964545e-08,B,gemma4-12b/responses/original/Gear_Small/M16_Hex_Nut.json,8.571400526385643e-05,8.571400526385643e-05,8.571400526385643e-05,0.00753489564302835,0.00753489564302835,0.00753489564302835,-0.9995214317850946,-0.9995214317850946
Gear <- hex nut,gemma4:12b,state_101,Gear_Large,gear,M12_Hex_Nut,hex_nut,False,False,False,A,../vlm_four_scene_20260925/raw/gemma4-12b/state_101/Gear_Large/M12_Hex_Nut.json,0.9999477863301158,0.9999477863301158,0.9999477863301158,7.922536576636731e-08,7.922536576636731e-08,7.922536576636731e-08,B,gemma4-12b/responses/state_101/Gear_Large/M12_Hex_Nut.json,0.048684194198514816,0.048684194198514816,0.048684194198514816,0.009925642637456284,0.009925642637456284,0.009925642637456284,-0.951263592131601,-0.951263592131601
Gear <- hex nut,gemma4:12b,state_101,Gear_Medium,gear,M12_Hex_Nut,hex_nut,False,False,False,A,../vlm_four_scene_20260925/raw/gemma4-12b/state_101/Gear_Medium/M12_Hex_Nut.json,0.9999588727968405,0.9999588727968405,0.9999588727968405,1.577641425135852e-07,1.577641425135852e-07,1.577641425135852e-07,B,gemma4-12b/responses/state_101/Gear_Medium/M12_Hex_Nut.json,0.03708845410936455,0.03708845410936455,0.03708845410936455,0.008183413290796769,0.008183413290796769,0.008183413290796769,-0.9628704186874759,-0.9628704186874759
Gear <- hex nut,gemma4:12b,state_101,Gear_Small,gear,M12_Hex_Nut,hex_nut,False,False,False,A,../vlm_four_scene_20260925/raw/gemma4-12b/state_101/Gear_Small/M12_Hex_Nut.json,0.9999599456769135,0.9999599456769135,0.9999599456769135,7.555311858872026e-08,7.555311858872026e-08,7.555311858872026e-08,B,gemma4-12b/responses/state_101/Gear_Small/M12_Hex_Nut.json,0.03708845410936455,0.03708845410936455,0.03708845410936455,0.008183413290796769,0.008183413290796769,0.008183413290796769,-0.9628714915675489,-0.9628714915675489
Gear <- hex nut,gemma4:12b,state_101,Gear_Large,gear,M16_Hex_Nut,hex_nut,False,False,False,A,../vlm_four_scene_20260925/raw/gemma4-12b/state_101/Gear_Large/M16_Hex_Nut.json,0.9999431371703736,0.9999431371703736,0.9999431371703736,5.2770438389756833e-08,5.2770438389756833e-08,5.2770438389756833e-08,A,gemma4-12b/responses/state_101/Gear_Large/M16_Hex_Nut.json,0.7357308173055594,0.7357308173055594,0.7357308173055594,0.13793578270741724,0.13793578270741724,0.13793578270741724,-0.2642123198648142,-0.2642123198648142
Gear <- hex nut,gemma4:12b,state_101,Gear_Medium,gear,M16_Hex_Nut,hex_nut,False,False,False,A,../vlm_four_scene_20260925/raw/gemma4-12b/state_101/Gear_Medium/M16_Hex_Nut.json,0.9999022483802652,0.9999022483802652,0.9999022483802652,5.949628342767934e-08,5.949628342767934e-08,5.949628342767934e-08,A,gemma4-12b/responses/state_101/Gear_Medium/M16_Hex_Nut.json,0.7894747236641236,0.7894747236641236,0.7894747236641236,0.12341161075274937,0.12341161075274937,0.12341161075274937,-0.21042752471614157,-0.21042752471614157
Gear <- hex nut,gemma4:12b,state_101,Gear_Small,gear,M16_Hex_Nut,hex_nut,False,False,False,A,../vlm_four_scene_20260925/raw/gemma4-12b/state_101/Gear_Small/M16_Hex_Nut.json,0.9999231100103877,0.9999231100103877,0.9999231100103877,1.0157673396198319e-07,1.0157673396198319e-07,1.0157673396198319e-07,A,gemma4-12b/responses/state_101/Gear_Small/M16_Hex_Nut.json,0.7894747236641236,0.7894747236641236,0.7894747236641236,0.12341161075274937,0.12341161075274937,0.12341161075274937,-0.21044838634626406,-0.21044838634626406
Gear <- hex nut,gemma4:12b,state_202,Gear_Large,gear,M12_Hex_Nut,hex_nut,False,False,False,A,../vlm_four_scene_20260925/raw/gemma4-12b/state_202/Gear_Large/M12_Hex_Nut.json,0.9306355096105865,0.9306355096105865,0.9306355096105865,1.9807268205615365e-06,1.9807268205615365e-06,1.9807268205615365e-06,B,gemma4-12b/responses/state_202/Gear_Large/M12_Hex_Nut.json,4.463274976026435e-06,4.463274976026435e-06,4.463274976026435e-06,0.0005526939221538783,0.0005526939221538783,0.0005526939221538783,-0.9306310463356104,-0.9306310463356104
Gear <- hex nut,gemma4:12b,state_202,Gear_Medium,gear,M12_Hex_Nut,hex_nut,False,False,False,A,../vlm_four_scene_20260925/raw/gemma4-12b/state_202/Gear_Medium/M12_Hex_Nut.json,0.7945915436831084,0.7945915436831084,0.7945915436831084,5.549605285629763e-06,5.549605285629763e-06,5.549605285629763e-06,B,gemma4-12b/responses/state_202/Gear_Medium/M12_Hex_Nut.json,5.333548415485357e-06,5.333548415485357e-06,5.333548415485357e-06,0.0005868143265300718,0.0005868143265300718,0.0005868143265300718,-0.7945862101346929,-0.7945862101346929
Gear <- hex nut,gemma4:12b,state_202,Gear_Small,gear,M12_Hex_Nut,hex_nut,False,False,False,A,../vlm_four_scene_20260925/raw/gemma4-12b/state_202/Gear_Small/M12_Hex_Nut.json,0.8272063159451505,0.8272063159451505,0.8272063159451505,3.1823206710104593e-06,3.1823206710104593e-06,3.1823206710104593e-06,B,gemma4-12b/responses/state_202/Gear_Small/M12_Hex_Nut.json,5.333548415485357e-06,5.333548415485357e-06,5.333548415485357e-06,0.0005868143265300718,0.0005868143265300718,0.0005868143265300718,-0.827200982396735,-0.827200982396735
Gear <- hex nut,gemma4:12b,state_202,Gear_Large,gear,M16_Hex_Nut,hex_nut,False,False,False,A,../vlm_four_scene_20260925/raw/gemma4-12b/state_202/Gear_Large/M16_Hex_Nut.json,0.9999212026574468,0.9999212026574468,0.9999212026574468,5.980255762673597e-08,5.980255762673597e-08,5.980255762673597e-08,B,gemma4-12b/responses/state_202/Gear_Large/M16_Hex_Nut.json,2.554948222837121e-06,2.554948222837121e-06,2.554948222837121e-06,0.00035140494164334954,0.00035140494164334954,0.00035140494164334954,-0.9999186477092239,-0.9999186477092239
Gear <- hex nut,gemma4:12b,state_202,Gear_Medium,gear,M16_Hex_Nut,hex_nut,False,False,False,A,../vlm_four_scene_20260925/raw/gemma4-12b/state_202/Gear_Medium/M16_Hex_Nut.json,0.9990320205589925,0.9990320205589925,0.9990320205589925,8.347238956142083e-08,8.347238956142083e-08,8.347238956142083e-08,B,gemma4-12b/responses/state_202/Gear_Medium/M16_Hex_Nut.json,2.1756746269904715e-06,2.1756746269904715e-06,2.1756746269904715e-06,0.00028205660329747305,0.00028205660329747305,0.00028205660329747305,-0.9990298448843655,-0.9990298448843655
Gear <- hex nut,gemma4:12b,state_202,Gear_Small,gear,M16_Hex_Nut,hex_nut,False,False,False,A,../vlm_four_scene_20260925/raw/gemma4-12b/state_202/Gear_Small/M16_Hex_Nut.json,0.9992839694116963,0.9992839694116963,0.9992839694116963,3.669676241389867e-07,3.669676241389867e-07,3.669676241389867e-07,B,gemma4-12b/responses/state_202/Gear_Small/M16_Hex_Nut.json,2.1756746269904715e-06,2.1756746269904715e-06,2.1756746269904715e-06,0.00028205660329747305,0.00028205660329747305,0.00028205660329747305,-0.9992817937370693,-0.9992817937370693
Gear <- hex nut,gemma4:12b,state_303,Gear_Large,gear,M12_Hex_Nut,hex_nut,False,False,False,A,../vlm_four_scene_20260925/raw/gemma4-12b/state_303/Gear_Large/M12_Hex_Nut.json,0.999969601631181,0.999969601631181,0.999969601631181,1.7275743963011973e-08,1.7275743963011973e-08,1.7275743963011973e-08,B,gemma4-12b/responses/state_303/Gear_Large/M12_Hex_Nut.json,0.000247682743037187,0.000247682743037187,0.000247682743037187,0.006560940340534486,0.006560940340534486,0.006560940340534486,-0.9997219188881438,-0.9997219188881438
Gear <- hex nut,gemma4:12b,state_303,Gear_Medium,gear,M12_Hex_Nut,hex_nut,False,False,False,A,../vlm_four_scene_20260925/raw/gemma4-12b/state_303/Gear_Medium/M12_Hex_Nut.json,0.9999592304246162,0.9999592304246162,0.9999592304246162,3.6705248935906036e-08,3.6705248935906036e-08,3.6705248935906036e-08,B,gemma4-12b/responses/state_303/Gear_Medium/M12_Hex_Nut.json,0.0002768830032096671,0.0002768830032096671,0.0002768830032096671,0.00603080000315197,0.00603080000315197,0.00603080000315197,-0.9996823474214065,-0.9996823474214065
Gear <- hex nut,gemma4:12b,state_303,Gear_Small,gear,M12_Hex_Nut,hex_nut,False,False,False,A,../vlm_four_scene_20260925/raw/gemma4-12b/state_303/Gear_Small/M12_Hex_Nut.json,0.9999597072606368,0.9999597072606368,0.9999597072606368,5.101630603358848e-08,5.101630603358848e-08,5.101630603358848e-08,B,gemma4-12b/responses/state_303/Gear_Small/M12_Hex_Nut.json,0.0002768830032096671,0.0002768830032096671,0.0002768830032096671,0.00603080000315197,0.00603080000315197,0.00603080000315197,-0.999682824257427,-0.999682824257427
Gear <- hex nut,gemma4:12b,state_303,Gear_Large,gear,M16_Hex_Nut,hex_nut,False,False,False,A,../vlm_four_scene_20260925/raw/gemma4-12b/state_303/Gear_Large/M16_Hex_Nut.json,0.9999791383736566,0.9999791383736566,0.9999791383736566,3.1756416071684415e-08,3.1756416071684415e-08,3.1756416071684415e-08,B,gemma4-12b/responses/state_303/Gear_Large/M16_Hex_Nut.json,0.019282351986170152,0.019282351986170152,0.019282351986170152,0.23515590789272706,0.23515590789272706,0.23515590789272706,-0.9806967863874865,-0.9806967863874865
Gear <- hex nut,gemma4:12b,state_303,Gear_Medium,gear,M16_Hex_Nut,hex_nut,False,False,False,A,../vlm_four_scene_20260925/raw/gemma4-12b/state_303/Gear_Medium/M16_Hex_Nut.json,0.99994683265512,0.99994683265512,0.99994683265512,6.187177419065849e-08,6.187177419065849e-08,6.187177419065849e-08,B,gemma4-12b/responses/state_303/Gear_Medium/M16_Hex_Nut.json,0.019337552126047233,0.019337552126047233,0.019337552126047233,0.1837615155490906,0.1837615155490906,0.1837615155490906,-0.9806092805290727,-0.9806092805290727
Gear <- hex nut,gemma4:12b,state_303,Gear_Small,gear,M16_Hex_Nut,hex_nut,False,False,False,A,../vlm_four_scene_20260925/raw/gemma4-12b/state_303/Gear_Small/M16_Hex_Nut.json,0.9999285936385295,0.9999285936385295,0.9999285936385295,3.951192608917202e-08,3.951192608917202e-08,3.951192608917202e-08,B,gemma4-12b/responses/state_303/Gear_Small/M16_Hex_Nut.json,0.019337552126047233,0.019337552126047233,0.019337552126047233,0.1837615155490906,0.1837615155490906,0.1837615155490906,-0.9805910415124822,-0.9805910415124822
True nut family crops,qwen3.5:4b,original,M12_Hex_Nut,hex_nut,M12_Hex_Nut,hex_nut,True,True,False,A,../vlm_four_scene_20260925/raw/qwen3.5-4b/original/M12_Hex_Nut/M12_Hex_Nut.json,0.4906622950564832,0.4906622950564832,0.4906622950564832,0.4371647253523842,0.4371647253523842,0.4371647253523842,A,qwen3.5-4b/responses/original/M12_Hex_Nut/M12_Hex_Nut.json,0.6991695150825163,0.6991695150825163,0.6991695150825163,0.17288933208593477,0.17288933208593477,0.17288933208593477,0.20850722002603317,0.20850722002603317
True nut family crops,qwen3.5:4b,original,M16_Hex_Nut,hex_nut,M12_Hex_Nut,hex_nut,True,False,False,A,../vlm_four_scene_20260925/raw/qwen3.5-4b/original/M16_Hex_Nut/M12_Hex_Nut.json,0.516789433902735,0.516789433902735,0.516789433902735,0.4198632719133723,0.4198632719133723,0.4198632719133723,A,qwen3.5-4b/responses/original/M16_Hex_Nut/M12_Hex_Nut.json,0.6991695150825163,0.6991695150825163,0.6991695150825163,0.17288933208593477,0.17288933208593477,0.17288933208593477,0.18238008117978133,0.18238008117978133
